RANKING,PLAYER,TEAM,AGE,GP,W,L,MIN,%FGA 2PT,%FGA 3PT,%PTS 2PT,%PTS 2PT MR,%PTS 3PT,%PTS FBPS,%PTS FT,%PTS OFFTO,%PTS PITP,2FGM %AST,2FGM %UAST,3FGM %AST,3FGM %UAST,FGM %AST,FGM %UAST
88,Nemanja Bjelica,GSW,34,71,48,23,16.1,56.4,43.6,49,3.2,37.4,6.7,13.6,15.5,45.7,68.9,31.1,94.4,5.6,77.5,22.5
88,P.J. Tucker,MIA,37,71,45,26,27.9,54.9,45.1,47.1,4.1,44.5,4.1,8.4,16,43,81.9,18.1,98.8,1.2,88.4,11.6
88,Payton Pritchard,BOS,24,71,46,25,14.1,34.3,65.7,26.7,11.3,68.6,13.3,4.7,17,15.4,35.6,64.4,80.2,19.8,63.8,36.3
88,Robert Covington,LAC,31,71,34,37,27.3,31.9,68.1,26.8,1.7,63.6,13.1,9.6,16.2,25.2,65.4,34.6,93,7,82.3,17.7
88,Will Barton,DEN,31,71,41,30,32.1,52,48,45.1,7.5,45.2,18,9.7,12.1,37.6,49.8,50.2,77.1,22.9,60.7,39.3
101,Chuma Okeke,ORL,23,70,21,49,25,35.5,64.5,32.4,4,58.5,10.1,9.1,14.4,28.4,53.1,46.9,96.6,3.4,76.9,23.1
101,Gary Trent Jr.,TOR,23,70,44,26,35,49.8,50.2,37.6,15.7,48.9,14.4,13.5,19.8,21.8,41.1,58.9,76.6,23.4,57.6,42.4
101,Jaden McDaniels,MIN,21,70,40,30,25.8,54.5,45.5,54.1,5.3,37.1,12.8,8.8,18.9,48.8,72,28,98.8,1.2,80.4,19.6
101,Jaxson Hayes,NOP,22,70,29,41,20,85.7,14.3,68.8,1.5,9.2,14.8,22,16.7,67.3,76,24,95,5,77.6,22.4
101,Jonathan Kuminga,GSW,19,70,44,26,16.9,67.6,32.4,57.1,2.1,23,12.3,19.9,18.3,54.9,60.8,39.2,100,0,69.1,30.9
101,Lonnie Walker IV,SAS,23,70,27,43,23,53.8,46.2,47.1,14.6,39.2,13.5,13.7,16.7,32.5,54,46,85.6,14.4,65.3,34.7
101,Luke Kennard,LAC,26,70,35,35,27.4,33.8,66.2,23.3,8.9,68.4,10.4,8.3,13.1,14.4,66,34,91.6,8.4,82.9,17.1
101,RJ Barrett,NYK,22,70,33,37,34.5,66.2,33.8,49.8,4,29.5,15.3,20.7,14.1,45.8,39.8,60.2,91.3,8.7,54.4,45.6
101,Raul Neto,WAS,30,70,29,41,19.6,72.8,27.2,64.3,9.1,20,6.3,15.7,14.4,55.1,33.1,66.9,68.6,31.4,39.2,60.8
110,Al Horford,BOS,36,69,46,23,29.1,53.4,46.6,50.5,6.6,38.1,6.3,11.4,15,43.9,67.8,32.2,97.8,2.2,77.8,22.2
110,Amir Coffey,LAC,25,69,33,36,22.7,45.5,54.5,37.2,4.2,46.5,17.9,16.3,17.1,33,59.1,40.9,93.8,6.3,74.9,25.1
110,Bojan Bogdanovic,UTA,33,69,45,24,30.9,49.6,50.4,38.6,2.7,43.5,13.5,17.9,13.9,35.9,56.8,43.2,91.7,8.3,71.8,28.2
110,Bones Hyland,DEN,21,69,41,28,19,37.3,62.7,28.4,6.3,56.3,12.9,15.3,14.3,22.1,36.4,63.6,68.7,31.3,54.8,45.2
110,Carmelo Anthony,LAL,38,69,27,42,26,45.1,54.9,37,19.4,48.6,13.3,14.4,14.1,17.6,48.2,51.8,91.9,8.1,68.7,31.3
110,Darius Bazley,OKC,22,69,19,50,27.9,58.6,41.4,52.1,1.1,32.2,11.8,15.7,15.6,51,63.9,36.1,95,5,73,27
110,Evan Mobley,CLE,21,69,40,29,33.8,88.9,11.1,77.2,9.9,6.7,5.7,16.1,12.8,67.3,65.2,34.8,95.7,4.3,66.8,33.2
110,Kyle Anderson,MEM,28,69,46,23,21.5,76.8,23.2,66.4,5.4,20.7,12.9,12.9,19.8,61,51.4,48.6,97.2,2.8,59.3,40.7
110,Landry Shamet,PHX,25,69,53,16,20.8,31.1,68.9,23.7,6.6,64.4,10.5,11.9,18.8,17.1,60.3,39.7,95.1,4.9,82.7,17.3
110,Taurean Prince,MIN,28,69,40,29,17.1,41.3,58.7,36.3,6.4,51.4,18.1,12.3,20.9,29.9,69.2,30.8,94.2,5.8,81.4,18.6
110,Tre Jones,SAS,22,69,32,37,16.6,85,15,75.5,10.2,7.3,16.2,17.2,18.4,65.4,45.5,54.5,80,20,47.6,52.4
121,Christian Wood,HOU,26,68,19,49,30.8,61.7,38.3,50.7,1.8,32.3,5.7,17,12.6,48.9,60.5,39.5,84.7,15.3,67.7,32.3
121,Darius Garland,CLE,22,68,37,31,35.7,61.3,38.7,50,14,35.4,8.6,14.6,14.1,36,26.1,73.9,48.9,51.1,33.4,66.6
121,Dejounte Murray,SAS,25,68,30,38,34.8,76.3,23.7,66.3,18.6,20,13.7,13.7,15,47.7,18.9,81.1,69.8,30.2,27.4,72.6
121,Devin Booker,PHX,25,68,56,12,34.5,66.4,33.6,52.6,23.8,30.1,15.3,17.3,17.3,28.8,39.9,60.1,63.4,36.6,46.4,53.6
121,Gabe Vincent,MIA,26,68,47,21,23.4,37,63,32.1,7.8,60.4,5.4,7.5,17.1,24.4,40,60,79.8,20.2,62.1,37.9
121,Isaiah Hartenstein,LAC,24,68,37,31,17.9,91.8,8.2,76.4,0.4,7.5,7.1,16.1,16.2,76,74.9,25.1,85.7,14.3,75.5,24.5
121,Jakob Poeltl,SAS,26,68,30,38,29,99.8,0.2,89.4,1.7,0.3,1.5,10.3,13.1,87.7,70.2,29.8,100,0,70.2,29.8
121,Joel Embiid,PHI,28,68,45,23,33.8,81.2,18.8,55.1,15.9,13.4,6.1,31.5,12.3,39.2,51.3,48.7,71,29,54.1,45.9
121,Max Strus,MIA,26,68,46,22,23.3,21.6,78.4,18.9,1.1,75.3,10.8,5.8,15.1,17.8,77.9,22.1,95.6,4.4,90.8,9.2
121,Pascal Siakam,TOR,28,68,40,28,37.9,81.9,18.1,67.2,9.9,14.5,14.8,18.3,18.6,57.3,29.2,70.8,94.7,5.3,37.4,62.6
121,Reggie Bullock,DAL,31,68,44,24,28,21.8,78.2,20.6,5.8,72.6,15.6,6.8,17.5,14.8,76.7,23.3,98.6,1.4,92,8
132,Austin Rivers,DEN,29,67,41,26,22.1,34,66,33.3,0,58.8,9.9,7.9,11.4,33.3,46.3,53.7,84.8,15.2,67.1,32.9
132,Cam Thomas,BKN,20,67,32,35,17.6,65.4,34.6,60,25.3,24.7,13,15.3,13.5,34.7,41.5,58.5,70.2,29.8,47.7,52.3
132,Dewayne Dedmon,MIA,32,67,43,24,15.9,83.8,16.2,68.7,4.3,13.5,2.6,17.8,11.6,64.5,71,29,94.7,5.3,73.8,26.2
132,Donovan Mitchell,UTA,25,67,41,26,33.8,52.5,47.5,44.4,7.7,40.2,7.7,15.4,12.3,36.7,17.7,82.3,48.3,51.7,29.2,70.8
132,Furkan Korkmaz,PHI,24,67,44,23,21.1,43.4,56.6,41.3,5.9,45.4,11.2,13.3,15.3,35.4,52.4,47.6,87,13,67,33
132,Giannis Antetokounmpo,MIL,27,67,45,22,32.9,80.6,19.4,61.7,8.5,10.6,14.4,27.7,13.2,53.2,43.2,56.8,42.3,57.7,43.1,56.9
132,Isaac Okoro,CLE,21,67,34,33,29.6,63.6,36.4,51.7,1,28.1,26.7,20.2,18.7,50.7,71.7,28.3,94.5,5.5,77.8,22.2
132,JaMychal Green,DEN,32,67,36,31,16.2,62.1,37.9,58.3,5.1,22.9,12,18.8,21.8,53.2,69,31,100,0,75.5,24.5
132,Jae Crowder,PHX,31,67,54,13,28.1,32.9,67.1,28.5,13,60.3,9.8,11.2,16.3,15.5,82.2,17.8,92.9,7.1,88.5,11.5
132,Jalen Green,HOU,20,67,12,55,31.9,52,48,43,6.9,40.7,14.1,16.3,15.5,36.1,43.8,56.2,66.2,33.8,52.5,47.5
132,Josh Green,DAL,21,67,44,23,15.5,69.5,30.5,63.9,5.6,26.3,23.5,9.8,17.6,58.3,78.4,21.6,100,0,83.1,16.9
132,Jrue Holiday,MIL,32,67,47,20,32.9,66.4,33.6,56.5,13.2,32.3,8.4,11.2,12.2,43.3,19.7,80.3,43.2,56.8,26.2,73.8
132,Oshae Brissett,IND,24,67,19,48,23.3,53.2,46.8,40.8,1.3,40.6,16.2,18.6,13.2,39.5,67.2,32.8,96.4,3.6,78.8,21.2
132,Spencer Dinwiddie,DAL,29,67,38,29,29.6,55.1,44.9,42.2,6.7,36.6,6.6,21.2,13.3,35.5,20.1,79.9,53.6,46.4,32.4,67.6
132,Zach LaVine,CHI,27,67,37,30,34.7,59.9,40.1,46.5,12.4,33.9,12.5,19.6,17.2,34.1,35,65,56.8,43.2,42.1,57.9
147,Cameron Johnson,PHX,26,66,50,16,26.2,35.6,64.4,27.5,1.9,60.6,15.2,11.9,17.2,25.5,67.3,32.7,97.6,2.4,85.3,14.7
147,Cedi Osman,CLE,27,66,37,29,22.1,37.2,62.8,33.6,2.3,54.2,18.2,12.2,16.1,31.3,68.9,31.1,86.7,13.3,78.1,21.9
147,Danilo Gallinari,ATL,33,66,35,31,25.3,50.8,49.2,38.1,16.1,43.6,3.4,18.3,10.9,22,46.9,53.1,92,8,66.4,33.6
147,Grayson Allen,MIL,26,66,43,23,27.3,31.6,68.4,26.2,2.7,65.1,15.3,8.7,17.1,23.5,64.6,35.4,91.2,8.8,81.2,18.8
147,Jaylen Brown,BOS,25,66,43,23,33.6,61.9,38.1,52.6,10.8,31.9,13.5,15.5,14.7,41.8,47.1,52.9,75.9,24.1,55.4,44.6
147,Jevon Carter,MIL,26,66,39,27,13.7,32.8,67.2,23.1,14.4,71.5,17.3,5.4,14.8,8.7,43.8,56.3,77.3,22.7,66.3,33.7
147,Khris Middleton,MIL,30,66,44,22,32.4,57.5,42.5,43.8,19.3,36.7,8.8,19.5,9,24.5,33.1,66.9,63,37,43.8,56.2
147,Killian Hayes,DET,20,66,21,45,25,63.6,36.4,58.3,9.3,29.1,13.5,12.6,19.4,49,34.1,65.9,90.9,9.1,48.3,51.7
147,Kyle Kuzma,WAS,26,66,29,37,33.4,59.9,40.1,52.2,8,34,10.3,13.8,10.9,44.2,49.2,50.8,88.3,11.7,61,39
147,Matisse Thybulle,PHI,25,66,43,23,25.5,52,48,55.4,0,35.6,21.4,9,20.3,55.4,73.3,26.7,95.6,4.4,80,20
147,Rudy Gobert,UTA,30,66,42,24,32.1,99.2,0.8,70.5,0,0,4.3,29.5,12,70.5,72.4,27.6,0,0,72.4,27.6
147,Troy Brown Jr.,CHI,22,66,37,29,16,48.4,51.6,43.1,4.2,49.8,13.4,7.1,13.1,38.9,67.2,32.8,95.7,4.3,79.6,20.4
147,Tyler Herro,MIA,22,66,44,22,32.6,60.9,39.1,47.7,15.4,38.4,11.1,13.9,16.5,32.3,33.4,66.6,70.9,29.1,46.5,53.5
160,Chris Paul,PHX,37,65,53,12,32.9,73,27,62.6,32.2,19.7,5.1,17.7,11.5,30.5,9.7,90.3,41.3,58.7,15.2,84.8
160,Cole Anthony,ORL,22,65,18,47,31.7,57.1,42.9,42.4,8.9,37.3,11.9,20.3,10.2,33.5,24,76,66.7,33.3,39.8,60.2
160,Cory Joseph,DET,30,65,19,46,24.6,60.8,39.3,43.4,6.9,37.4,4,19.2,16.1,36.5,41.6,58.4,86.2,13.8,57.9,42.1
160,D'Angelo Russell,MIN,26,65,39,26,31.9,46.9,53.1,38.3,12.1,44.9,12.6,16.8,13.9,26.2,28,72,63.1,36.9,43.4,56.6
160,Facundo Campazzo,DEN,31,65,38,27,18.2,34.8,65.2,29.5,2.4,52.4,16.6,18.1,19.3,27.1,38.8,61.2,74.1,25.9,57.9,42.1
160,Fred VanVleet,TOR,28,65,39,26,37.9,41.5,58.5,30.3,12.4,55,13.7,14.7,12.9,17.9,22.5,77.5,59.5,40.5,42.8,57.2
160,Garrison Mathews,HOU,25,65,19,46,26.3,16.3,83.7,13.8,0.6,64.2,10.9,22,13.1,13.2,75.6,24.4,97.8,2.2,92.4,7.6
160,Hassan Whiteside,UTA,33,65,40,25,17.9,100,0,80.5,0.7,0,3.6,19.5,10.3,79.8,63.7,36.3,0,0,63.7,36.3
160,Ish Smith,WAS,33,65,27,38,17.3,84.4,15.6,78,37.6,18.3,6.1,3.7,13.9,40.5,18.1,81.9,72,28,25.4,74.6
160,James Harden,PHI,32,65,40,25,37.2,54.8,45.2,36.2,2.9,31,9.8,32.8,13.7,33.2,18.9,81.1,25.7,74.3,21.4,78.6
160,Javonte Green,CHI,28,65,38,27,23.4,68.9,31.1,59.8,0.4,23.1,23.5,17.1,18.4,59.4,67.9,32.1,100,0,74.4,25.6
160,Josh Richardson,SAS,28,65,38,27,24.6,53.9,46.1,39.6,12.9,45.9,8.9,14.5,18.2,26.7,47.7,52.3,99,1,70.1,29.9
160,Luka Doncic,DAL,23,65,44,21,35.4,59.4,40.6,47.6,8.8,32.6,4,19.8,11.5,38.9,10.7,89.3,21.9,78.1,14.2,85.8
160,Nickeil Alexander-Walker,UTA,23,65,29,36,22.6,50.3,49.7,42.8,5.8,45.5,11.4,11.7,16.2,37,39.9,60.1,87.6,12.4,59.7,40.3
160,P.J. Washington,CHA,23,65,33,32,27.2,43.4,56.6,41.9,0.6,49.4,11.7,8.7,15.7,41.3,79.3,20.7,97.3,2.7,87.2,12.8
160,Pat Connaughton,MIL,29,65,41,24,26,25.4,74.6,25.1,1.6,67.9,11.3,7,14.1,23.6,77.8,22.2,95.2,4.8,89,11
176,Ben McLemore,POR,29,64,20,44,20.1,22.6,77.4,19.8,7.3,69.2,16.6,11,20.8,12.5,84.6,15.4,96.7,3.3,93.1,6.9
176,Brandon Clarke,MEM,25,64,44,20,19.5,95.1,4.9,85,2.7,2.3,12.3,12.7,16.8,82.3,70,30,100,0,70.5,29.5
176,Cade Cunningham,DET,20,64,20,44,32.6,64.8,35.2,56.6,10.2,30.7,6.6,12.7,14.5,46.3,23.5,76.5,71.1,28.9,36.1,63.9
176,Dalano Banton,TOR,22,64,37,27,10.9,74.8,25.2,68.3,8.8,19,15.6,12.7,17.6,59.5,32.9,67.1,76.9,23.1,39.8,60.2
176,Dennis Schroder,HOU,28,64,32,32,28.7,65.5,34.5,52.1,13.6,29.8,8.3,18.1,17,38.5,26.5,73.5,72.1,27.9,39.1,60.9
176,R.J. Hampton,ORL,21,64,15,49,21.9,60,40,45.4,2.9,39.3,21.9,15.3,14.9,42.5,33.3,66.7,90.6,9.4,54.3,45.7
176,Seth Curry,BKN,31,64,38,26,33.3,49.4,50.6,42.1,25.4,49.4,15,8.5,14.4,16.7,46.5,53.5,82.9,17.1,62.5,37.5
176,Stephen Curry,GSW,34,64,45,19,34.5,38.7,61.3,30.7,7.2,52.5,12.4,16.8,16,23.4,36.8,63.2,57.2,42.8,47.7,52.3
184,Aaron Holiday,PHX,25,63,34,29,16.2,69.5,30.5,56,7.5,29.3,11.3,14.7,18.3,48.5,34.8,65.2,71.8,28.2,44.4,55.6
184,Bogdan Bogdanovic,ATL,29,63,33,30,29.3,42.2,57.8,36.4,10.1,53.4,13.3,10.2,16.9,26.3,38.2,61.8,79.3,20.7,58.5,41.5
184,Damion Lee,GSW,29,63,41,22,19.9,51.2,48.8,45.4,6.9,40.5,12,14.1,16.9,38.5,73.6,26.4,98.4,1.6,82.8,17.2
184,Kyle Lowry,MIA,36,63,41,22,33.9,39.1,60.9,31.3,9.2,51.2,10.9,17.5,15.6,22,30.3,69.7,65.3,34.7,48.6,51.4
184,Lamar Stevens,CLE,24,63,35,28,16.1,79.6,20.4,72.1,11,14.1,14.1,13.8,16.2,61.1,60.1,39.9,100,0,64.7,35.3
184,Moritz Wagner,ORL,25,63,16,47,15.2,49.2,50.8,46.5,0,35.1,6.9,18.4,14.2,46.5,76.3,23.7,98.5,1.5,83.8,16.2
184,Otto Porter Jr.,GSW,29,63,41,22,22.2,48.1,51.9,43.9,9.7,46.6,12.4,9.5,16.5,34.2,73.5,26.5,95,5,82.4,17.6
184,Terrence Ross,ORL,31,63,14,49,23,52.3,47.7,45.5,17.2,36.7,3.2,17.8,13.7,28.3,52.4,47.6,77.9,22.1,61.4,38.6
192,Avery Bradley,LAL,31,62,27,35,22.7,40,60,33.5,10.7,62.4,12.2,4.1,19.5,22.8,63.6,36.4,93.9,6.1,80.4,19.6
192,CJ McCollum,NOP,30,62,28,34,34.6,59.7,40.3,51.7,18.7,39.9,11.9,8.4,11.6,33,25.4,74.6,65.9,34.1,39.2,60.8
192,Danny Green,PHI,35,62,37,25,21.8,15.3,84.7,12.6,2.2,84.4,16.1,3,13.4,10.4,87,13,92.2,7.8,91.3,8.7
192,Domantas Sabonis,SAC,26,62,21,41,34.4,83.8,16.2,69,2.6,10,6.7,21,11,66.4,61.6,38.4,97.4,2.6,64.8,35.2
192,James Johnson,BKN,35,62,30,32,19.2,72.3,27.7,71.2,1.2,20.3,7.4,8.5,11.8,70,51.2,48.8,91.3,8.7,57.6,42.4
192,Jaylen Nowell,MIN,22,62,37,25,15.7,61.3,38.7,50.5,8.3,35.9,18.6,13.6,16.3,42.1,42.9,57.1,77.8,22.2,54.1,45.9
192,Jordan McLaughlin,MIN,26,62,36,26,14.5,57.5,42.5,52.4,4.3,34.8,23.2,12.8,20.2,48.1,49.2,50.8,85.2,14.8,60.2,39.8
192,Jordan Nwora,MIL,23,62,34,28,19.1,50.9,49.1,43.9,9,48.7,12.7,7.4,20.1,34.9,61.7,38.3,74.7,25.3,67.2,32.8
192,Trey Murphy III,NOP,22,62,31,31,13.9,32.9,67.1,22.8,1.2,63.8,17.1,13.4,18.3,21.6,57.9,42.1,97.2,2.8,83.5,16.5
192,Wendell Carter Jr.,ORL,23,62,16,46,29.9,68.7,31.3,62.1,8.2,22.6,5.6,15.3,12.6,53.9,60.9,39.1,100,0,68.5,31.5
192,Ziaire Williams,MEM,20,62,41,21,21.7,42.9,57.1,45.9,9.6,45.5,27.1,8.6,18.4,36.3,80,20,96.1,3.9,86.4,13.6
203,Aleksej Pokusevski,OKC,20,61,19,42,20.2,56.8,43.2,55.6,5.6,36.9,17,7.5,19,50,53.5,46.5,94.7,5.3,66.1,33.9
203,Austin Reaves,LAL,24,61,28,33,23.2,47.5,52.5,41.9,5,35.8,14.4,22.3,20.5,36.9,55.9,44.1,98.1,1.9,71.2,28.8
203,Coby White,CHI,22,61,32,29,27.5,45.2,54.8,37,7,52.8,13.5,10.2,14.2,30.1,42,58,89.7,10.3,65.2,34.8
203,Gary Harris,ORL,27,61,16,45,28.4,45.4,54.6,36.5,7.1,51.3,15.9,12.2,18,29.5,58.9,41.1,93.1,6.9,75.4,24.6
203,Kevin Porter Jr.,HOU,22,61,16,45,31.3,48.9,51.1,37.9,5.7,49,11.6,13.1,14.4,32.2,26.7,73.3,51.6,48.4,38.2,61.8
203,Lauri Markkanen,CLE,25,61,32,29,30.8,45.9,54.1,39.3,3.6,45.3,13,15.4,16.4,35.8,68.4,31.6,99.3,0.7,81.8,18.2
203,Robert Williams III,BOS,24,61,40,21,29.6,99.7,0.3,89.3,1.3,0,5.9,10.7,16.6,88,69.4,30.6,0,0,69.4,30.6
210,Caleb Martin,MIA,26,60,37,23,22.9,62.2,37.8,52.3,5.8,34.8,18.5,12.9,21.8,46.5,60.4,39.6,90.6,9.4,69.7,30.3
210,Chimezie Metu,SAC,25,60,23,37,21.3,58.6,41.4,54.7,7.1,32,8.8,13.3,16.5,47.6,74,26,96.5,3.5,80.3,19.7
210,Dwight Howard,LAL,36,60,21,39,16.2,93.2,6.8,67.7,0,6.5,1.9,25.8,11.8,67.7,67.5,32.5,87.5,12.5,68.7,31.3
210,Talen Horton-Tucker,LAL,21,60,23,37,25.2,66.2,33.8,58.6,7,24.6,14.4,16.8,17.3,51.6,40.6,59.4,79.6,20.4,49.1,50.9
210,Tre Mann,OKC,21,60,17,43,22.8,53.7,46.3,42.6,8,47,5.3,10.4,15.7,34.6,28.6,71.4,66.3,33.7,44.6,55.4
210,Trent Forrest,UTA,24,60,36,24,12.8,82.6,17.4,72.8,5.1,7.7,6.2,19.5,12.8,67.7,22.5,77.5,100,0,27.6,72.4
216,De'Aaron Fox,SAC,24,59,22,37,35.3,77.2,22.8,64.7,14.3,16.2,11.9,19.1,11.3,50.3,21.5,78.5,55.4,44.6,26.4,73.6
216,Garrett Temple,NOP,36,59,23,36,18.6,37.3,62.7,33.7,4.5,57.3,19.4,9,17.5,29.1,63.5,36.5,98.3,1.7,82,18
216,Keita Bates-Diop,SAS,26,59,23,36,16.2,79.1,20.9,71,4.2,15.2,14.9,13.8,14.9,66.9,75.6,24.4,94.1,5.9,77.9,22.1
216,Maxi Kleber,DAL,30,59,36,23,24.6,28,72,28.2,1.5,60.6,5.1,11.2,12.2,26.8,84.5,15.5,98.8,1.2,92.9,7.1
216,Nicolas Batum,LAC,33,59,31,28,24.8,30.2,69.8,28.9,10.2,66,11.6,5.1,16.7,18.7,83.1,16.9,97.2,2.8,91.6,8.4
221,CJ Elleby,POR,22,58,17,41,20.2,59.1,40.9,49.6,4.1,32.7,17.7,17.7,22.4,45.4,63.1,36.9,97.3,2.7,73.6,26.4
221,Cameron Payne,PHX,27,58,46,12,22,64.1,35.9,54,8.9,34,8.5,12,12.5,45,18.3,81.7,63.4,36.6,31.7,68.3
221,Caris LeVert,CLE,27,58,23,35,30.7,70,30,60.2,7.9,24.9,10.6,14.9,14.2,52.3,30.3,69.7,63.4,36.6,37.5,62.5
221,Deandre Ayton,PHX,23,58,46,12,29.5,97.3,2.7,87.3,10.4,2.1,3.7,10.6,13,76.8,80.9,19.1,100,0,81.2,18.8
221,Eric Paschall,UTA,25,58,36,22,12.7,54,46,44.3,1.8,35.9,4.8,19.8,9,42.5,58.1,41.9,95,5,71.1,28.9
221,Frank Ntilikina,DAL,23,58,34,24,11.8,50.2,49.8,42.5,15,47.5,6.3,10,17.1,27.5,52.9,47.1,89.5,10.5,68.5,31.5
221,Hamidou Diallo,DET,23,58,14,44,21.9,82.3,17.7,74.8,9.1,10.8,14.6,14.4,24.1,65.7,51.7,48.3,91.3,8.7,55.2,44.8
221,Patrick Beverley,MIN,33,58,33,25,25.4,44.5,55.5,35.3,3.4,46.7,9.2,18,16.1,31.9,25.5,74.5,78.3,21.7,50.3,49.7
229,Anfernee Simons,POR,23,57,25,32,29.5,44.5,55.5,35.2,11.9,54.4,8.5,10.4,14.1,23.3,19.5,80.5,65.4,34.6,42.8,57.2
229,Eric Gordon,HOU,33,57,19,38,29.3,46.6,53.4,37.6,1,48.6,8.8,13.8,11.1,36.6,34,66,71.8,28.2,51.5,48.5
229,Ja Morant,MEM,22,57,36,21,33.1,78.2,21.8,62.9,2.3,16.9,15.9,20.2,14.3,60.6,24.8,75.2,51.1,48.9,28.8,71.2
229,Jimmy Butler,MIA,32,57,38,19,33.9,86,14,60.9,12.1,6.6,12,32.5,16,48.7,37.7,62.3,77.8,22.2,40.5,59.5
229,Tristan Thompson,CHI,31,57,20,37,15.7,98.9,1.1,81.4,1.2,0.9,6.1,17.7,9,80.2,65.7,34.3,100,0,66,34
234,Bam Adebayo,MIA,24,56,36,20,32.6,99.2,0.8,76,7.9,0,11.3,24,15.5,68.2,60.8,39.2,0,0,60.8,39.2
234,Blake Griffin,BKN,33,56,29,27,17.1,53.7,46.3,52.9,2.2,31.8,8.9,15.3,16.4,50.7,62.1,37.9,94.7,5.3,71.4,28.6
234,Damian Jones,SAC,27,56,19,37,18.2,89.1,10.9,72.7,7,6.6,2.2,20.7,9.9,65.6,79.4,20.6,90,10,80,20
234,Davis Bertans,DAL,29,56,32,24,14.4,16.4,83.6,14.1,1.9,74.3,9.6,11.6,14.5,12.2,86.4,13.6,98.7,1.3,96,4
234,DeAndre' Bembry,MIL,27,56,31,25,18.3,83.7,16.3,76.8,0,15.8,19.7,7.4,23.2,76.8,72.5,27.5,100,0,75.8,24.2
234,Jarrett Allen,CLE,24,56,35,21,32.3,98.2,1.8,81.4,3.5,0.3,5,18.3,14,77.9,73.4,26.6,0,100,73.2,26.8
234,Jeremy Lamb,SAC,30,56,23,33,16.7,51,49,38,13.2,40.2,9.8,21.8,15.4,24.9,34.6,65.4,81.8,18.2,54.1,45.9
234,Jusuf Nurkic,POR,27,56,25,31,28.2,90.7,9.3,72.7,2.1,5.3,3.7,22,11.5,70.5,62.7,37.3,93.3,6.7,64.2,35.8
234,LeBron James,LAL,37,56,25,31,37.2,63.3,36.7,56.5,9.2,28.5,15.8,15,14,47.3,40.7,59.3,55.9,44.1,44.5,55.5
234,Lou Williams,ATL,35,56,33,23,14.3,68.1,31.9,49.7,22,31.4,6.2,18.9,7.3,27.7,34.1,65.9,73,27,45.6,54.4
234,Omer Yurtseven,MIA,24,56,39,17,12.6,95.5,4.5,86.3,3.3,1,5,12.7,12.4,82.9,78.3,21.7,100,0,78.5,21.5
234,Shai Gilgeous-Alexander,OKC,23,56,16,40,34.7,71.8,28.2,56.6,7.6,19.5,7.8,23.9,12.3,49,13.7,86.3,30.3,69.7,16.8,83.2
234,Svi Mykhailiuk,TOR,25,56,29,27,12.8,42.7,57.3,39.2,5.5,48.2,21.6,12.6,21.6,33.7,54,46,95.1,4.9,72.5,27.5
247,Brandon Ingram,NOP,24,55,29,26,34,77,23,60.8,30.5,17.8,8.4,21.4,13.3,30.3,40.1,59.9,89.2,10.8,48.1,51.9
247,Chris Duarte,IND,25,55,21,34,28,58.9,41.1,48.3,15.3,39.2,18.6,12.5,15.6,33.1,47.7,52.3,78.7,21.3,58.6,41.4
247,D.J. Augustin,LAL,34,55,15,40,16.1,26.1,73.9,17.7,1.4,69.4,13.9,12.9,14.6,16.3,30.8,69.2,82.4,17.6,68.1,31.9
247,Isaiah Joe,PHI,22,55,35,20,11.1,23.7,76.3,17.2,7.1,68.2,4.5,14.6,16.2,10.1,64.7,35.3,100,0,90.3,9.7
247,Jalen McDaniels,CHA,24,55,34,21,16.3,57.5,42.5,48.2,2.4,36.2,12.9,15.6,14.1,45.9,61,39,100,0,74,26
247,Kevin Durant,BKN,33,55,36,19,37.2,73.1,26.9,56.4,27.5,21,11.7,22.6,12.1,28.8,49.9,50.1,55.7,44.3,51,49
247,Khem Birch,TOR,29,55,34,21,18,93,7,78.5,3.2,0,7.7,21.5,19.4,75.3,80.4,19.6,0,0,80.4,19.6
247,Naji Marshall,NOP,24,55,23,32,13.4,61,39,56.2,1.9,20.1,22.4,23.7,18.8,54.3,55.7,44.3,81,19,60.6,39.4
247,Rudy Gay,UTA,35,55,34,21,18.9,46.4,53.6,39,10.8,47.1,7.8,13.9,13.5,28.3,50.6,49.4,92.9,7.1,69.4,30.6
247,Shake Milton,PHI,25,55,34,21,21.4,67,33,57.8,7.1,28.7,12.4,13.5,17.1,50.7,36.9,63.1,93,7,50.9,49.1
247,Tomas Satoransky,WAS,30,55,21,34,16.5,72.3,27.7,61.6,12.1,16.7,9.1,21.7,13.1,49.5,44.3,55.7,100,0,52.8,47.2
247,Tony Bradley,CHI,24,55,28,27,10,100,0,88.3,7.4,0,8,11.7,16,81,75,25,0,0,75,25
259,Armoni Brooks,TOR,24,54,20,34,15.6,13.8,86.2,16.7,1.4,77.1,8.3,6.2,15.6,15.3,66.7,33.3,82.4,17.6,78.6,21.4
259,Eric Bledsoe,POR,32,54,27,27,25.2,65.2,34.8,54.7,9.4,28.7,11.8,16.6,16.7,45.3,30.1,69.9,90.2,9.8,45.7,54.3
259,George Hill,MIL,36,54,36,18,23.2,51.3,48.7,46.1,5.4,36.8,16.5,17.1,19.5,40.7,44.2,55.8,92.7,7.3,61,39
259,Jock Landale,SAS,26,54,24,30,10.9,56.4,43.6,54.3,3,32.8,6.4,12.9,10.2,51.3,70.8,29.2,100,0,79.2,20.8
