RANKING,PLAYER,TEAM,AGE,GP,W,L,MIN,%FGA 2PT,%FGA 3PT,%PTS 2PT,%PTS 2PT MR,%PTS 3PT,%PTS FBPS,%PTS FT,%PTS OFFTO,%PTS PITP,2FGM %AST,2FGM %UAST,3FGM %AST,3FGM %UAST,FGM %AST,FGM %UAST
280,Bradley Beal,WAS,23,55,28,27,31.1,66.1,33.9,53,16.9,32.9,16.3,14.1,14.4,36.1,42.9,57.1,80,20,53.8,46.2
280,David Lee,DAL,33,55,27,28,16.4,99.7,0.3,83.4,7.5,0,8.4,16.6,15,75.9,67.4,32.6,0,0,67.4,32.6
280,Jonathon Simmons,SAS,26,55,47,8,14.8,80.6,19.4,62.8,6.6,16.3,22.7,20.9,16.6,56.2,55.8,44.2,100,0,62.3,37.7
280,Josh Smith,HOU,30,55,31,24,16,59,41,51.8,6,37,11.7,11.2,16,45.8,60.5,39.5,95.1,4.9,71.7,28.3
280,Justin Anderson,DAL,22,55,28,27,11.8,52.6,47.4,47.1,9.6,31.7,25,21.2,27.4,37.5,44.9,55.1,90.9,9.1,59.2,40.8
280,Kevin Martin,SAS,33,55,24,31,19.9,67.5,32.5,41.6,17.5,28.6,17.7,29.8,13.8,24.1,54.2,45.8,93.9,6.1,66.7,33.3
280,Shabazz Napier,ORL,24,55,23,32,10.9,48.3,51.7,33.5,18.7,50.2,3.4,16.3,15.3,14.8,20.6,79.4,64.7,35.3,42.6,57.4
287,Boban Marjanovic,SAS,27,54,47,7,9.4,100,0,70.7,10.8,0,1.3,29.3,18.2,59.9,61.9,38.1,0,0,61.9,38.1
287,Iman Shumpert,CLE,26,54,39,15,24.4,52.1,47.9,45.7,19.3,41.5,16.1,12.8,17,26.4,50.7,49.3,97.7,2.3,68.4,31.6
287,Michael Carter-Williams,MIL,24,54,21,33,30.5,90.1,9.9,75.8,16.7,7.2,14,17,15.9,59.1,36,64,73.3,26.7,38.2,61.8
287,Nick Young,LAL,31,54,13,41,19.1,36.3,63.7,25,19.9,58.9,12,16.1,14.3,5.1,49,51,80.5,19.5,68.3,31.7
291,Anderson Varejao,GSW,33,53,41,12,9.4,99.2,0.8,76.8,20.3,0,4.3,23.2,8.7,56.5,71.7,28.3,0,0,71.7,28.3
291,Chris Bosh,MIA,32,53,29,24,33.5,71.1,28.9,54.9,25.5,24.1,3.2,21,13.1,29.3,60.6,39.4,97.5,2.5,69,31
291,Danilo Gallinari,DEN,27,53,22,31,34.7,65.9,34.1,38.6,14.3,25.2,11.5,36.2,13.3,24.3,46,54,88.5,11.5,58.9,41.1
291,Jahlil Okafor,PHI,20,53,6,47,30,99.2,0.8,85.3,14,0.3,5.3,14.4,15.2,71.3,41.2,58.8,100,0,41.3,58.7
291,Justin Holiday,CHI,27,53,28,25,14.6,53.9,46.1,43.5,15.1,45.2,16.7,11.3,14.2,28.5,69.2,30.8,97.2,2.8,80.7,19.3
291,Kris Humphries,ATL,31,53,29,24,15.7,63.4,36.6,50.7,18.7,29.7,13.7,19.6,19.2,32.1,78.2,21.8,94.1,5.9,82.6,17.4
291,Kyrie Irving,CLE,24,53,37,16,31.5,70.2,29.8,59.6,23.8,24.2,11.7,16.2,14.3,35.7,20.6,79.4,59.5,40.5,28.9,71.1
291,Marcelo Huertas,LAL,33,53,8,45,16.4,73.5,26.5,68.4,20.3,20.3,8,11.3,11.8,48.1,28.4,71.6,81.3,18.8,37.1,62.9
299,Adreian Payne,MIN,25,52,18,34,9.3,77.9,22.1,66.7,24.2,20.5,6.1,12.8,15.2,42.4,59.1,40.9,88.9,11.1,64.2,35.8
299,Amar'e Stoudemire,MIA,33,52,30,22,14.7,100,0,83.3,13.3,0,3.3,16.7,15.7,70,71.2,28.8,0,0,71.2,28.8
299,Brandon Knight,PHX,24,52,16,36,36,60.8,39.2,49.3,16.9,35.4,16.8,15.3,18.4,32.4,25.1,74.9,60.8,39.2,36.7,63.3
299,Jerryd Bayless,MIL,27,52,21,31,28.9,47.1,52.9,31.1,12.6,56,13.9,12.9,16.3,18.5,39.3,60.7,90.1,9.9,67,33
299,Josh Richardson,MIA,22,52,29,23,21.3,57.7,42.3,41.1,13.5,46.6,10.3,12.3,10.3,27.6,41.4,58.6,96.2,3.8,65,35
299,Marc Gasol,MEM,31,52,30,22,34.4,99.6,0.4,75.7,33,0.7,2.7,23.6,13.5,42.7,69,31,100,0,69.2,30.8
299,Shelvin Mack,UTA,26,52,27,25,20.3,69.9,30.1,63.8,12.5,26.1,14.3,10.1,16.1,51.3,29.4,70.6,66.7,33.3,37.4,62.6
306,Brian Roberts,POR,30,51,26,25,9.2,74.5,25.5,57.6,31.2,22,11.2,20.4,15.1,26.3,35.6,64.4,66.7,33.3,41.9,58.1
306,James Anderson,SAC,27,51,19,32,14.1,51.7,48.3,49.2,5.6,38.5,17.9,12.3,20.7,43.6,52.3,47.7,87,13,64.2,35.8
306,Jeff Withey,UTA,26,51,25,26,12.9,98.8,1.2,80.2,8.3,0,4.6,19.8,11.5,71.9,80.5,19.5,0,0,80.5,19.5
306,Richaun Holmes,PHI,22,51,7,44,13.8,80.2,19.8,73.9,4.2,8.4,10.1,17.7,13.6,69.7,71.7,28.3,100,0,73.7,26.3
306,Tim Frazier,NOP,25,51,25,26,14.5,79,21,61.3,22.2,18.4,12.6,20.3,16.9,39.1,28.8,71.3,56.3,43.8,33.3,66.7
306,Tim Hardaway Jr.,ATL,24,51,29,22,16.9,46,54,40.5,11.7,44.2,26.4,15.3,18.1,28.8,69.7,30.3,93.8,6.3,79.8,20.2
312,Terrence Jones,HOU,24,50,24,26,20.9,78.5,21.5,65,4.6,17.3,16.1,17.7,21.9,60.4,71.6,28.4,92,8,74.7,25.3
313,Norman Powell,TOR,23,49,32,17,14.8,61.1,38.9,44.7,13.9,39.6,23.8,15.7,19.8,30.8,34.4,65.6,94.4,5.6,56.7,43.3
314,Brandon Jennings,ORL,26,48,20,28,18.1,49,51,36.7,13.9,46.1,15.4,17.2,12.7,22.9,24.6,75.4,60.8,39.2,41.1,58.9
314,James Jones,CLE,35,48,33,15,9.7,26.8,73.2,19.1,12.4,69.1,1.7,11.8,12.9,6.7,70.6,29.4,92.7,7.3,86.2,13.8
314,Kevin Seraphin,NYK,26,48,15,33,11,99,1,89.8,35.3,0,5.9,10.2,12.8,54.5,60.7,39.3,0,0,60.7,39.3
317,Al Jefferson,CHA,31,47,33,14,23.3,100,0,87.2,29.2,0,2.7,12.8,13.9,58,55.5,44.5,0,0,55.5,44.5
317,Jason Thompson,TOR,29,47,38,9,10,86.1,13.9,63.9,9.5,10.2,6.1,25.9,13.6,54.4,66,34,100,0,69.2,30.8
317,Luke Babbitt,NOP,27,47,16,31,18,62.3,37.7,47.7,9.8,40.4,6.1,11.9,11.3,37.9,53.8,46.2,95.5,4.5,68.9,31.1
317,Mike Miller,DEN,36,47,21,26,7.9,16.1,83.9,9.5,3.2,90.5,14.3,0,19,6.3,66.7,33.3,84.2,15.8,81.8,18.2
317,T.J. Warren,PHX,22,47,14,33,22.8,84.1,15.9,75,26.4,16.3,18.6,8.7,21.4,48.5,65.3,34.7,92.9,7.1,68.8,31.2
322,Andrea Bargnani,BKN,30,46,11,35,13.8,94.3,5.7,81.6,50,3,3.3,15.4,13.5,31.6,86.3,13.7,100,0,86.6,13.4
322,Festus Ezeli,GSW,26,46,42,4,16.7,100,0,78.1,0.6,0,10,21.9,8.8,77.5,81.6,18.4,0,0,81.6,18.4
322,Kirk Hinrich,ATL,35,46,26,20,13.7,51.9,48.1,36.5,13.1,52.6,23.4,10.9,21.2,23.4,44,56,70.8,29.2,57.1,42.9
322,Rasual Butler,SAS,37,46,41,5,9.4,52.9,47.1,54.8,24.2,36.3,20.2,8.9,20.2,30.6,67.6,32.4,100,0,77.6,22.4
322,Tyler Ennis,MIL,21,46,17,29,14.2,79.1,20.9,68.9,13.6,18.9,10.7,12.2,18,55.3,33.8,66.2,100,0,44,56
327,Eric Gordon,NOP,27,45,14,31,32.9,46.7,53.3,34.4,8.7,49.4,15.3,16.2,15.3,25.7,44.1,55.9,85,15,64.1,35.9
327,Glenn Robinson III,IND,22,45,24,21,11.3,75.5,24.5,59.6,14,24.6,22.2,15.8,28.7,45.6,62.7,37.3,92.9,7.1,69.2,30.8
327,Norris Cole,NOP,27,45,20,25,26.6,78.9,21.1,68.3,35.6,20.8,15.9,10.9,15.7,32.7,25.8,74.2,87.9,12.1,36.2,63.8
330,Beno Udrih,MEM,33,44,26,18,16.1,77.8,22.2,69.3,36.1,22,8.3,8.7,13.7,33.2,35.2,64.8,93.3,6.7,45.3,54.7
330,Jared Cunningham,CLE,25,44,31,13,9.3,62.9,37.1,40,3.3,30,25,30,22.5,36.7,66.7,33.3,100,0,77.8,22.2
330,Seth Curry,SAC,25,44,17,27,15.7,50.4,49.6,34.8,15.4,50.2,16.1,15,12.7,19.4,42.3,57.7,78,22,59.8,40.2
330,Tyler Hansbrough,CHA,30,44,28,16,7.8,95.8,4.2,57.7,0,5.8,5.8,36.5,12.5,57.7,56.7,43.3,100,0,59.4,40.6
334,John Jenkins,PHX,25,43,18,25,11.2,68.1,31.9,61.8,32.6,27,11.8,11.2,9.6,29.2,60,40,87.5,12.5,66.2,33.8
334,Sonny Weems,PHX,29,43,6,37,11.6,62.7,37.3,50.5,20.6,42.1,9.3,7.4,10.3,29.9,63,37,100,0,76.2,23.8
334,Troy Daniels,CHA,24,43,25,18,11.1,34.8,65.2,24.8,18.2,73.1,5,2.1,18.6,6.6,80,20,96.6,3.4,91,9
337,Josh McRoberts,MIA,29,42,27,15,14.2,66.9,33.1,57.3,13.3,24,4,18.7,12,44,58.1,41.9,100,0,67.3,32.7
338,James Michael McAdoo,GSW,23,41,37,4,6.4,97.6,2.4,75.2,5.1,2.6,25.6,22.2,17.1,70.1,77.3,22.7,100,0,77.8,22.2
338,Joe Young,IND,24,41,19,22,9.4,72.8,27.2,67.5,32.5,19.5,16.2,13,19.5,35.1,17.3,82.7,70,30,25.8,74.2
338,Mo Williams,CLE,33,41,27,14,18.2,66.2,33.8,56.8,40.8,32,13,11.2,15.4,16,24,76,83.3,16.7,40.2,59.8
338,O.J. Mayo,MIL,28,41,17,24,26.6,49.5,50.5,41.7,21.8,48.6,17.1,9.7,18.7,19.9,52.2,47.8,96.2,3.8,71.4,28.6
338,Ray McCallum,SAS,25,41,30,11,11.6,71.2,28.8,58.4,23.4,32.8,18.2,8.8,17.5,35,45,55,93.3,6.7,58.2,41.8
343,Gary Neal,WAS,31,40,18,22,20.2,69.2,30.8,56.4,31.3,31.5,10.3,12.1,16.2,25.1,47.3,52.7,65.9,34.1,52.3,47.7
343,Sergey Karasev,BKN,22,40,9,31,10,50,50,39.2,16.5,34,8.2,26.8,9.3,22.7,63.2,36.8,100,0,76.7,23.3
345,Andre Miller,SAS,40,39,20,19,11.8,92.5,7.5,79.2,19.4,4.2,7.6,16.6,20.1,59.7,33.3,66.7,100,0,35.6,64.4
345,Jameer Nelson,DEN,34,39,12,27,26.6,53.1,46.9,46.8,21.4,43.1,9.7,10.1,12.4,25.4,20,80,51.2,48.8,31.9,68.1
345,Montrezl Harrell,HOU,22,39,17,22,9.7,98.9,1.1,82.9,2.9,0,18.6,17.1,16.4,80,63.8,36.2,0,0,63.8,36.2
345,Tarik Black,LAL,24,39,6,33,12.7,100,0,85.7,1.5,0,4.5,14.3,11.3,84.2,73.7,26.3,0,0,73.7,26.3
345,Terry Rozier,BOS,22,39,24,15,8,74.5,25.5,63.9,22.2,25,8.3,11.1,13.9,41.7,26.1,73.9,100,0,41.4,58.6
345,Willie Reed,BKN,26,39,8,31,10.9,100,0,83.5,3.3,0,3.8,16.5,13.7,80.2,68.4,31.6,0,0,68.4,31.6
351,Darrun Hilliard,DET,23,38,17,21,10.1,61.8,38.2,43.4,18.4,37.5,5.3,19.1,20.4,25,42.4,57.6,89.5,10.5,59.6,40.4
351,Kevin Garnett,MIN,40,38,14,24,14.6,99.1,0.9,88.5,52.5,0,6.6,11.5,9.8,36.1,94.4,5.6,0,0,94.4,5.6
353,Donatas Motiejunas,HOU,25,37,19,18,14.8,72.2,27.8,64.3,7.8,20.9,7,14.8,13.9,56.5,71.6,28.4,100,0,76.7,23.3
353,KJ McDaniels,HOU,23,37,17,20,6.4,65.3,34.7,49.4,4.5,23.6,30.3,27,22.5,44.9,54.5,45.5,85.7,14.3,62.1,37.9
353,Kendrick Perkins,NOP,31,37,13,24,14.6,100,0,87.9,8.8,0,2.2,12.1,5.5,79.1,85,15,0,0,85,15
353,Reggie Bullock,DET,25,37,22,15,11.6,45.9,54.1,34.4,9.8,54.1,13.9,11.5,11.5,24.6,61.9,38.1,100,0,81.4,18.6
353,Ryan Hollins,MEM,31,37,18,19,12.4,100,0,79,3.2,0,6.5,21,9.7,75.8,71.4,28.6,0,0,71.4,28.6
353,Tyus Jones,MIN,20,37,13,24,15.5,66,34,51.3,7.7,30.8,16,17.9,18.6,43.6,27.5,72.5,62.5,37.5,37.5,62.5
353,Udonis Haslem,MIA,36,37,25,12,7,85.2,14.8,74.6,27.1,5.1,0,20.3,15.3,47.5,90.9,9.1,100,0,91.3,8.7
360,Carl Landry,PHI,32,36,5,31,15.8,94.8,5.2,75.8,30.8,5.1,2.8,19.1,10,45,75.9,24.1,100,0,77,23
360,RJ Hunter,BOS,22,36,21,15,8.7,35.7,64.3,35.1,16.5,58.8,6.2,6.1,20.6,18.6,64.7,35.3,84.2,15.8,75,25
360,Ryan Kelly,LAL,25,36,3,33,13.1,75.2,24.8,65.8,27.6,9.9,17.1,24.3,20.4,38.2,72,28,100,0,74.5,25.5
360,Tiago Splitter,ATL,31,36,21,15,16.1,98.7,1.3,80.6,2,0,4.5,19.4,17.9,78.6,75.3,24.7,0,0,75.3,24.7
360,Tyler Johnson,MIA,24,36,19,17,24,70.8,29.2,58,17.8,25.8,8.3,16.2,17.5,40.1,46.2,53.8,96.3,3.7,57.6,42.4
365,Blake Griffin,LAC,27,35,22,13,33.4,97,3,78.8,32,2.4,13.2,18.8,13.9,46.7,64.1,35.9,66.7,33.3,64.1,35.9
365,JJ Hickson,WAS,27,35,17,18,12.5,99.4,0.6,77.7,4.9,0,13.6,22.3,11.7,72.8,71.3,28.8,0,0,71.3,28.8
365,Lamar Patterson,ATL,24,35,23,12,11.3,38.8,61.3,38.1,4.8,42.9,25,19,26.2,33.3,75,25,91.7,8.3,82.1,17.9
365,Metta World Peace,LAL,36,35,6,29,16.9,52.5,47.5,33,9.1,44.3,5.7,22.7,19.9,23.9,41.4,58.6,92.3,7.7,65.5,34.5
369,JaVale McGee,DAL,28,34,15,19,10.9,99.3,0.7,89.5,8.1,0,5.2,10.5,14,81.4,70.1,29.9,0,0,70.1,29.9
369,Pat Connaughton,POR,23,34,17,17,4.2,57.1,42.9,44.4,5.6,41.7,8.3,13.9,8.3,38.9,50,50,80,20,61.5,38.5
369,Salah Mejri,DAL,30,34,16,18,11.7,98.7,1.3,78.4,0,0,7.2,21.6,11.2,78.4,75.5,24.5,0,0,75.5,24.5
372,C.J. Watson,ORL,32,33,14,19,19.9,65,35,46.5,21.1,29.6,19,23.9,22.5,25.4,42.4,57.6,92.9,7.1,57.4,42.6
372,Damjan Rudez,MIN,30,33,9,24,8.4,19.4,80.6,21.3,0,68,8,10.7,17.3,21.3,75,25,100,0,92,8
374,Jarrett Jack,BKN,32,32,10,22,32.1,71.5,28.5,53,26.3,22.6,10,24.4,12.9,26.8,17.4,82.6,54.8,45.2,25.7,74.3
374,Jusuf Nurkic,DEN,21,32,14,18,17.1,98.8,1.2,76.8,7.6,0,3.4,23.2,13.7,69.2,74.3,25.7,0,0,74.3,25.7
376,Alec Burks,UTA,24,31,13,18,25.7,76.3,23.7,51,15,23.3,12.4,25.7,12.6,35.9,23.8,76.2,62.5,37.5,32.8,67.2
376,Cristiano Felicio,CHI,23,31,14,17,10.3,94.4,5.6,76.2,19,0,9.5,23.8,22.9,57.1,80,20,0,0,80,20
376,Eric Bledsoe,PHX,26,31,12,19,34.2,73.8,26.2,55.4,18,22.8,19.5,21.8,19.5,37.3,14.3,85.7,47.9,52.1,21.5,78.5
376,Mike Dunleavy,CHI,35,31,13,18,22.7,47.3,52.7,34.2,5.4,52.7,15.8,13.1,12.6,28.8,76.3,23.7,100,0,88.3,11.7
376,Sean Kilpatrick,BKN,26,31,7,24,19.9,57.8,42.2,48.7,12.2,33.9,22,17.4,17.4,36.5,57.1,42.9,87.2,12.8,66.7,33.3
381,Drew Gooden,WAS,34,30,18,12,10.2,60.2,39.8,63.4,19.5,25.6,7.3,11,9.8,43.9,42.3,57.7,100,0,54.5,45.5
381,Jeremy Evans,DAL,28,30,16,14,8.4,66.7,33.3,62,5.6,16.9,5.6,21.1,15.5,56.3,86.4,13.6,100,0,88.5,11.5
381,Kendall Marshall,PHI,24,30,3,27,13.3,58.5,41.5,48.6,18,43.2,2.7,8.2,8.1,30.6,29.6,70.4,87.5,12.5,51.2,48.8
381,Matt Bonner,SAS,36,30,25,5,6.9,40.4,59.6,36.8,18.4,59.2,2.6,4,15.8,18.4,71.4,28.6,100,0,86.2,13.8
385,Anthony Brown,LAL,23,29,4,25,20.6,44.4,55.6,33,17.4,52.2,12.2,14.8,18.3,15.7,68.4,31.6,95,5,82.1,17.9
385,DeJuan Blair,WAS,27,29,12,17,7.5,98.5,1.5,91.8,23,0,16.4,8.2,16.4,68.9,82.1,17.9,0,0,82.1,17.9
385,James Young,BOS,20,29,12,17,6.9,27.8,72.2,34.5,6.9,62.1,13.8,3.4,24.1,27.6,60,40,100,0,81.8,18.2
385,Joakim Noah,CHI,31,29,15,14,21.9,99.2,0.8,82.3,4.8,0,6.5,17.7,17.7,77.4,58.8,41.2,0,0,58.8,41.2
385,Lou Amundson,NYK,33,29,11,18,7,100,0,73.1,3.8,0,9.6,26.9,9.6,69.2,63.2,36.8,0,0,63.2,36.8
385,Lucas Nogueira,TOR,23,29,17,12,7.7,93.2,6.8,83.1,0,4.6,12.3,12.3,16.9,83.1,96.3,3.7,100,0,96.4,3.6
385,Rondae Hollis-Jefferson,BKN,21,29,7,22,21.2,89.9,10.1,70.7,22.8,7.2,25.1,22.1,26.3,47.9,57.6,42.4,75,25,58.7,41.3
392,Devyn Marble,ORL,23,28,12,16,8.9,54.9,45.1,43.3,6.7,40,18.3,16.7,11.7,36.7,46.2,53.8,100,0,66.7,33.3
393,Chris Andersen,MEM,37,27,11,16,14.9,80.6,19.4,64.8,5.7,11.4,13.3,23.8,15.2,59,67.6,32.4,100,0,71.1,28.9
393,Delon Wright,TOR,24,27,19,8,8.5,83.8,16.3,60.2,5.8,14.6,19.4,25.2,6.8,54.4,16.1,83.9,20,80,16.7,83.3
393,Jarell Martin,MEM,22,27,10,17,14.1,98.3,1.7,70.6,20.9,0,8.5,29.4,11.8,49.7,57.4,42.6,0,0,57.4,42.6
396,DeMarre Carroll,TOR,29,26,16,10,30.2,56.3,43.7,41.3,4.9,48.3,18.2,10.4,24.5,36.4,54.2,45.8,95.7,4.3,72.4,27.6
396,Jarell Eddie,WAS,24,26,13,13,5.6,27.7,72.3,15.9,12.7,71.4,9.5,12.7,14.3,3.2,80,20,93.3,6.7,90,10
396,Kostas Papanikolaou,DEN,25,26,8,18,11.3,51.5,48.5,41.8,9,44.8,11.9,13.4,20.9,32.8,57.1,42.9,90,10,70.8,29.2
399,Robert Sacre,LAL,27,25,2,23,12.8,100,0,71.3,25.3,0,6.9,28.7,10.3,46,71,29,0,0,71,29
399,Sasha Kaun,CLE,31,25,18,7,3.8,100,0,78.3,0,0,8.7,21.7,26.1,78.3,66.7,33.3,0,0,66.7,33.3
399,Tyreke Evans,NOP,26,25,11,14,30.6,72.9,27.1,54.4,8.4,26.1,15.3,19.5,17.4,45.9,20.4,79.6,54.5,45.5,28.7,71.3
402,Chris Copeland,MIL,32,24,10,14,6.5,29.4,70.6,28,0,60,4,12,14,28,57.1,42.9,100,0,82.4,17.6
402,Chris McCullough,BKN,21,24,7,17,15.1,68.8,31.2,55.4,19.6,34.8,10.7,9.8,24.1,35.7,71,29,92.3,7.7,77.3,22.7
404,C.J. Wilcox,LAC,25,23,15,8,7.3,65.2,34.8,48.6,25.7,38.6,15.7,12.8,17.1,22.9,64.7,35.3,88.9,11.1,73.1,26.9
404,Greivis Vasquez,MIL,29,23,9,14,20,47.1,52.9,41.5,13.8,41.5,9.2,17,15.4,27.7,44.4,55.6,66.7,33.3,53.3,46.7
404,Phil Pressey,POR,25,23,3,20,12.3,76.9,23.1,67.5,7.8,15.6,31.2,16.9,22.1,59.7,11.5,88.5,50,50,16.7,83.3
407,James Ennis III,NOP,25,22,11,11,14.9,48.7,51.3,35.2,2.5,49.1,22.6,15.7,19.5,32.7,71.4,28.6,88.5,11.5,79.6,20.4
407,Jordan McRae,CLE,25,22,10,12,8.9,71.8,28.2,48.5,18.2,30.3,17.2,21.2,8.1,30.3,20.8,79.2,50,50,29.4,70.6
409,Aaron Harrison,CHA,21,21,15,6,4.4,47.4,52.6,22.2,0,50,11.1,27.8,5.6,22.2,100,0,66.7,33.3,80,20
409,Axel Toupane,DEN,23,21,9,12,14.5,42.9,57.1,31.6,7.9,51.3,19.7,17.1,11.8,23.7,91.7,8.3,100,0,96,4
411,Damien Inglis,MIL,21,20,5,15,7.8,64.9,35.1,55.6,5.6,25,27.8,19.4,33.3,50,70,30,66.7,33.3,69.2,30.8
411,Elijah Millsap,UTA,28,20,9,11,8.6,69.2,30.8,55.6,0,8.3,16.7,36.1,25,55.6,50,50,100,0,54.5,45.5
411,Michael Beasley,HOU,27,20,10,10,18.1,95.6,4.4,81.6,25.9,3.5,9.8,14.9,15.7,55.7,56.7,43.3,100,0,57.9,42.1
411,Mitch McGary,OKC,24,20,17,3,3.6,82.6,17.4,84.6,30.8,0,11.5,15.4,11.5,53.8,54.5,45.5,0,0,54.5,45.5
415,Anthony Bennett,TOR,23,19,12,7,4.4,48.1,51.9,35.7,0,32.1,0,32.2,17.9,35.7,20,80,100,0,50,50
415,Joel Anthony,DET,33,19,12,7,5,100,0,66.7,22.2,0,5.6,33.3,11.1,44.4,66.7,33.3,0,0,66.7,33.3
417,Cameron Bairstow,DET,25,18,4,14,5.7,87.5,12.5,70.6,29.4,8.8,5.9,20.6,29.4,41.2,66.7,33.3,100,0,69.2,30.8
417,Greg Smith,MIN,25,18,8,10,10.7,100,0,83.7,0,0,4.7,16.3,14,83.7,77.8,22.2,0,0,77.8,22.2
419,Caron Butler,SAC,36,17,2,15,10.3,69.5,30.5,69.8,60.3,14.3,9.5,15.9,0,9.5,63.6,36.4,100,0,68,32
419,Christian Wood,PHI,20,17,0,17,8.5,79.2,20.8,59,6.6,19.7,11.5,21.3,32.8,52.5,66.7,33.3,75,25,68.2,31.8
419,Cleanthony Early,NYK,25,17,6,11,9,62.5,37.5,51.6,12.9,38.7,32.3,9.7,6.5,38.7,62.5,37.5,100,0,75,25
419,Elton Brand,PHI,37,17,2,15,13.2,98.6,1.4,88.6,37.1,0,7.1,11.4,14.3,51.4,83.9,16.1,0,0,83.9,16.1
419,Jeff Ayres,LAC,29,17,11,6,6.3,95.7,4.3,80,33.3,0,6.7,20,13.3,46.7,75,25,0,0,75,25
424,Chris Kaman,POR,34,16,11,5,7,90.7,9.3,86.4,40.9,6.8,0,6.8,11.4,45.5,73.7,26.3,100,0,75,25
424,Jordan Mickey,BOS,21,16,9,7,3.6,100,0,76.2,0,0,0,23.8,9.5,76.2,50,50,0,0,50,50
426,Russ Smith,MEM,25,15,6,9,4.4,77.3,22.7,52.2,8.7,13,17.4,34.8,17.4,43.5,16.7,83.3,100,0,28.6,71.4
427,Bryce Dejean-Jones,NOP,23,14,8,6,19.9,53.6,46.4,40.5,15.2,45.6,16.5,13.9,7.6,25.3,37.5,62.5,83.3,16.7,57.1,42.9
427,Henry Sims,BKN,26,14,2,12,18.8,100,0,72.5,26.4,0,5.5,27.5,14.3,46.2,87.9,12.1,0,0,87.9,12.1
427,Xavier Munford,MEM,24,14,3,11,17.4,70.1,29.9,57.5,20,33.8,13.8,8.7,17.5,37.5,30.4,69.6,77.8,22.2,43.8,56.3
430,Alan Anderson,WAS,33,13,8,5,14.8,37.3,62.7,27.7,9.2,55.4,13.8,16.9,10.8,18.5,33.3,66.7,100,0,71.4,28.6
431,Brandan Wright,MEM,28,12,6,6,17.7,100,0,84.3,9.6,0,7.2,15.7,7.2,74.7,71.4,28.6,0,0,71.4,28.6
431,Jordan Farmar,MEM,29,12,2,10,24.3,55,45,47.3,23.6,43.6,20,9.1,23.6,23.6,19.2,80.8,43.8,56.3,28.6,71.4
431,Jorge Gutierrez,CHA,27,12,9,3,5.3,81.8,18.2,54.5,18.2,0,0,45.5,13.6,36.4,16.7,83.3,0,0,16.7,83.3
431,Luis Montero,POR,23,12,6,6,3.5,52.6,47.4,57.1,28.6,21.4,7.1,21.5,28.6,28.6,25,75,0,100,20,80
431,Nikola Pekovic,MIN,30,12,2,10,13,100,0,70.4,3.7,0,0,29.6,7.4,66.7,84.2,15.8,0,0,84.2,15.8
431,Spencer Dinwiddie,CHI,23,12,5,7,13.3,81.5,18.5,62.1,17.2,5.2,8.6,32.7,5.2,44.8,11.1,88.9,0,100,10.5,89.5
431,Tibor Pleiss,UTA,26,12,7,5,6.8,92,8,91.7,33.3,0,0,8.3,8.3,58.3,90.9,9.1,0,0,90.9,9.1
438,Edy Tavares,ATL,24,11,7,4,6.6,100,0,88,8,0,16,12,36,80,63.6,36.4,0,0,63.6,36.4
438,Jordan Hamilton,NOP,25,11,4,7,27.6,61.2,38.8,57.6,14.4,31.2,17.6,11.2,8.8,43.2,38.9,61.1,76.9,23.1,49,51
440,Alan Williams,PHX,23,10,3,7,6.8,100,0,69,6.9,0,0,31,0,62.1,50,50,0,0,50,50
440,Steve Novak,MIL,33,10,8,2,4.4,16.7,83.3,8.3,8.3,87.5,0,4.2,0,0,0,100,100,0,87.5,12.5
442,Erick Green,DEN,25,9,6,3,4.7,61.5,38.5,61.5,30.8,23.1,15.4,15.4,15.4,30.8,0,100,100,0,20,80
443,Alex Stepheson,MEM,28,8,2,6,9,100,0,81.8,9.1,0,9.1,18.2,18.2,72.7,33.3,66.7,0,0,33.3,66.7
443,Andrew Goudelock,HOU,27,8,5,3,6.2,55,45,72.7,36.4,13.6,0,13.7,18.2,36.4,12.5,87.5,0,100,11.1,88.9
443,Bryce Cotton,MEM,23,8,1,7,4.8,70,30,100,75,0,0,0,0,25,25,75,0,0,25,75
443,Cliff Alexander,POR,20,8,3,5,4.5,100,0,100,20,0,0,0,20,80,40,60,0,0,40,60
443,Cory Jefferson,PHX,25,8,2,6,6.3,95.5,4.5,81.8,9.1,0,9.1,18.2,0,72.7,77.8,22.2,0,0,77.8,22.2
443,Eric Moreland,SAC,24,8,1,7,5.9,100,0,75,0,0,50,25,0,75,100,0,0,0,100,0
443,Lorenzo Brown,DET,25,8,1,7,7.6,68,32,70,30,15,15,15,35,40,28.6,71.4,100,0,37.5,62.5
443,Tony Wroten,NYK,23,8,0,8,18,73.8,26.2,56.7,3,13.4,23.9,29.9,19.4,53.7,15.8,84.2,100,0,27.3,72.7
451,Briante Weber,MIA,23,7,3,4,24.1,87.2,12.8,90.3,45.2,0,12.9,9.7,16.1,45.2,21.4,78.6,0,0,21.4,78.6
451,Jarnell Stokes,MEM,22,7,1,6,2.7,100,0,85.7,0,0,42.9,14.3,0,85.7,66.7,33.3,0,0,66.7,33.3
451,Michael Kidd-Gilchrist,CHA,22,7,5,2,29.2,88.5,11.5,67.4,9,10.1,33.7,22.5,13.5,58.4,53.3,46.7,100,0,57.6,42.4
