RANKING,PLAYER,TEAM,AGE,GP,W,L,MIN,%FGA 2PT,%FGA 3PT,%PTS 2PT,%PTS 2PT MR,%PTS 3PT,%PTS FBPS,%PTS FT,%PTS OFFTO,%PTS PITP,2FGM %AST,2FGM %UAST,3FGM %AST,3FGM %UAST,FGM %AST,FGM %UAST
1,Marcin Gortat,WAS,33,82,49,33,31.2,99.7,0.3,88.3,10.2,0,4.3,11.7,14.6,78.1,71,29,0,0,71,29
1,Marquese Chriss,PHX,19,82,24,58,21.3,64.6,35.4,56.3,6.1,28.7,17.8,15,18.5,50.2,65.6,34.4,98.6,1.4,73.9,26.1
1,Marreese Speights,LAC,29,82,51,31,15.7,49.5,50.5,39.7,6.8,43.5,5.9,16.8,11,32.9,66.7,33.3,98.1,1.9,79.9,20.1
1,Tobias Harris,DET,24,82,37,45,31.3,70.5,29.5,60.9,19.5,24.8,12,14.3,18.2,41.3,50.2,49.8,99.1,0.9,60.7,39.3
18,Andre Drummond,DET,23,81,36,45,29.7,99.2,0.8,87.1,7.2,0.5,8.6,12.4,13.8,79.8,60.5,39.5,0,100,60.2,39.8
18,Bismack Biyombo,ORL,24,81,29,52,22.1,100,0,74.1,4.1,0,7.7,25.9,12.4,70,81.6,18.4,0,0,81.6,18.4
18,Bojan Bogdanovic,WAS,28,81,23,58,25.7,53.6,46.4,41.7,7.2,38.8,15.4,19.5,16,34.5,50.9,49.1,92.4,7.6,66.8,33.2
18,Brandon Jennings,WAS,27,81,37,44,22.2,52.9,47.1,39.2,12.8,41.1,17.3,19.7,18.9,26.3,17.7,82.3,50.6,49.4,31.3,68.8
18,Dario Saric,PHI,23,81,28,53,26.3,63.2,36.8,52.9,10,30.6,11.1,16.5,18.1,42.9,51.3,48.7,92.5,7.5,62.7,37.3
18,DeAndre Jordan,LAC,28,81,51,30,31.7,99.7,0.3,80.1,0,0,10,19.9,12.2,80.1,72.3,27.7,0,0,72.3,27.7
18,Domantas Sabonis,OKC,21,81,46,35,20.1,66.9,33.1,58.9,13.8,31.9,7.9,9.2,15.9,45.1,62.4,37.6,100,0,72.4,27.6
18,Dorian Finney-Smith,DAL,24,81,33,48,20.3,42.6,57.4,38.9,4.6,48,15.4,13.1,21.1,34.3,64.7,35.3,96.4,3.6,79,21
18,Greg Monroe,MIL,27,81,42,39,22.5,99.4,0.6,81.4,8.6,0,7.2,18.6,14.8,72.8,58.1,41.9,0,0,58.1,41.9
18,Ish Smith,DET,28,81,37,44,24.1,86,14,79.4,30.6,11.1,17,9.5,9,48.8,11.6,88.4,75,25,17,83
18,James Harden,HOU,27,81,54,27,36.4,50.7,49.3,35,5.5,33.4,13.7,31.6,15.2,29.5,9.5,90.5,31.7,68.3,18.1,81.9
18,Lou Williams,HOU,30,81,34,47,24.6,55.3,44.7,37.3,7.5,34.4,15.8,28.3,12.5,29.8,24.5,75.5,60.1,39.9,38.1,61.9
18,Mason Plumlee,DEN,27,81,38,43,26.5,99,1,79.3,5.7,0,11.3,20.7,13.7,73.6,71.9,28.1,0,0,71.9,28.1
18,Michael Kidd-Gilchrist,CHA,23,81,36,45,29,98.5,1.5,79.1,22.1,0.4,20.3,20.5,17.4,57.1,70.7,29.3,100,0,70.8,29.2
18,Myles Turner,IND,21,81,42,39,31.4,86.8,13.2,68.9,24.7,10.2,5.4,20.9,13.7,44.2,81.2,18.8,97.5,2.5,82.7,17.3
18,P.J. Tucker,TOR,32,81,35,46,27.6,59.3,40.7,47.8,8.1,38.9,18.1,13.3,19.8,39.6,45.7,54.3,98.6,1.4,64.3,35.7
18,Robin Lopez,CHI,29,81,40,41,28,99.7,0.3,91.1,29.6,0,2.9,8.9,9.3,61.5,68.1,31.9,0,0,68.1,31.9
18,Rudy Gobert,UTA,25,81,51,30,33.9,99.8,0.2,72.6,0.4,0,7.2,27.4,13.8,72.3,74.1,25.9,0,0,74.1,25.9
18,Russell Westbrook,OKC,28,81,46,35,34.6,70,30,48.8,16.9,23.5,21.1,27.7,14.9,31.9,13.6,86.4,35,65,18.8,81.2
18,T.J. McConnell,PHI,25,81,27,54,26.3,89.3,10.7,80.9,17.6,5.9,11.9,13.2,17.1,63.3,24.4,75.6,90.9,9.1,27.5,72.5
38,Aaron Gordon,ORL,21,80,29,51,28.7,69.1,30.9,62,13.5,22.7,17.4,15.3,17.2,48.5,50.3,49.7,84.4,15.6,57,43
38,Amir Johnson,BOS,30,80,51,29,20.1,82.2,17.8,71.5,1.5,15.6,6.7,12.9,10.2,70,75.8,24.2,100,0,78.9,21.1
38,CJ McCollum,POR,25,80,40,40,34.9,69.5,30.5,55.2,25,30.2,9.7,14.6,12.3,30.2,26,74,74.1,25.9,38.9,61.1
38,Cory Joseph,TOR,25,80,49,31,25,79.6,20.4,67.8,21.9,19.5,11.1,12.7,16.1,45.9,17.5,82.5,95.8,4.2,30.1,69.9
38,Giannis Antetokounmpo,MIL,22,80,42,38,35.6,85.7,14.3,66.3,9.3,8,23.4,25.7,20.6,57,42,58,71.4,28.6,44.2,55.8
38,Jerami Grant,OKC,23,80,43,37,19.1,64.6,35.4,49.9,5.5,29.5,14.4,20.6,16,44.4,65.1,34.9,97.7,2.3,74.3,25.7
38,Jonas Valanciunas,TOR,25,80,50,30,25.8,99.7,0.3,81.3,14.4,0.3,2.9,18.4,12.4,66.9,61.5,38.5,100,0,61.6,38.4
38,Luc Mbah a Moute,LAC,30,80,49,31,22.3,70.9,29.1,61.2,15.7,26.7,17.6,12.1,18.6,45.5,81.1,18.9,97.7,2.3,84.8,15.2
38,Nik Stauskas,PHI,23,80,27,53,27.3,43.4,56.6,31.5,6.1,52.4,13,16.1,13.8,25.4,48.7,51.3,81.8,18.2,66.1,33.9
38,Otto Porter Jr.,WAS,24,80,48,32,32.6,57.5,42.5,49.5,18.8,41.3,16.7,9.2,17.7,30.7,66.5,33.5,96.6,3.4,77.3,22.7
38,Patty Mills,SAS,28,80,60,20,21.9,42.8,57.2,33.2,16.1,58.1,16.2,8.7,18.3,17.1,54,46,82.3,17.7,69.2,30.8
38,Raymond Felton,LAC,33,80,50,30,21.2,72,28,65.1,19,25.7,15.1,9.2,13.9,46.1,24.6,75.4,73.9,26.1,34.8,65.2
38,Solomon Hill,NOP,26,80,34,46,29.7,43.5,56.5,31.6,3.2,50.1,20.1,18.3,12.3,28.4,34.8,65.2,100,0,68.3,31.7
38,Steven Adams,OKC,23,80,47,33,29.9,99.8,0.2,82.7,0.7,0,8.8,17.3,10.7,82,66.8,33.2,0,0,66.8,33.2
38,Tony Snell,MIL,25,80,42,38,29.2,34.4,65.6,29.9,8.2,63.3,11,6.8,17.9,21.7,65.7,34.3,99.3,0.7,85.4,14.6
38,Trevor Ariza,HOU,32,80,53,27,34.7,30.5,69.5,28.8,2.1,61.2,21.8,10,21,26.7,61.5,38.5,95.8,4.2,81.6,18.4
54,Allen Crabbe,POR,25,79,39,40,28.5,53.3,46.7,40,17.5,47.6,14.8,12.4,17,22.5,77.5,22.5,97,3,86.1,13.9
54,Andre Roberson,OKC,25,79,46,33,30.1,60.3,39.7,65.1,0.8,25.9,23.4,9,23.6,64.4,76.5,23.5,97.8,2.2,80.9,19.1
54,Brandon Ingram,LAL,19,79,26,53,28.9,72.7,27.3,59.7,18.4,22.3,10.8,18,18.4,41.4,36.2,63.8,98.2,1.8,48.6,51.4
54,David Lee,SAS,34,79,58,21,18.7,100,0,86.1,10.1,0,10.4,13.9,11.6,76,69.8,30.2,0,0,69.8,30.2
54,Dennis Schroder,ATL,23,79,42,37,31.5,75.8,24.2,63.4,19.2,21.2,10.3,15.4,16.5,44.1,21,79,67,33,29.4,70.6
54,Harrison Barnes,DAL,25,79,32,47,35.5,82.7,17.3,68.6,28.1,15.4,4.6,16,12.3,40.6,43.4,56.6,94.9,5.1,50.1,49.9
54,Kelly Oubre Jr.,WAS,21,79,47,32,20.3,57.5,42.5,52.7,10.4,32.3,25,15,25.3,42.3,54.5,45.5,98.1,1.9,67.2,32.8
54,Kemba Walker,CHA,27,79,36,43,34.7,58.5,41.5,44,13.3,39.3,10.1,16.7,14.6,30.7,20.1,79.9,51.3,48.8,31.7,68.3
54,Kyle O'Quinn,NYK,27,79,29,50,15.6,95.9,4.1,85.9,23,1.2,5.2,12.9,12.5,62.9,66.2,33.8,100,0,66.5,33.5
54,Marcus Morris Sr.,DET,27,79,36,43,32.5,64.5,35.5,54.8,33.8,32,7.6,13.2,12,21,38,62,91.5,8.5,53,47
54,Marcus Smart,BOS,23,79,51,28,30.4,55.7,44.3,41.9,7.9,33.8,8.7,24.3,17.1,34,41.7,58.3,90.4,9.6,58.7,41.3
54,Richard Jefferson,CLE,37,79,50,29,20.4,45.8,54.2,40.6,2.7,41.5,10.3,17.9,15.4,37.9,74.7,25.3,98.4,1.6,84.3,15.7
54,Serge Ibaka,TOR,27,79,37,42,30.7,67.7,32.3,59.2,24.7,31.7,9.5,9.1,14.8,34.4,66.6,33.4,98.4,1.6,74.9,25.1
54,Stephen Curry,GSW,29,79,65,14,33.4,45.3,54.7,35.1,10,48.6,23.9,16.3,17.3,25.1,41.3,58.7,64.2,35.8,52.3,47.7
54,Tim Hardaway Jr.,ATL,25,79,42,37,27.3,54.3,45.7,46.5,8.9,39.1,20.7,14.4,16.1,37.6,63.5,36.5,84.6,15.4,71.1,28.9
69,D.J. Augustin,ORL,29,78,29,49,19.7,47,53,32.5,12.3,46.3,12.3,21.2,17.7,20.1,20,80,73.7,26.3,46.2,53.8
69,Devin Booker,PHX,20,78,24,54,35,71.7,28.3,53.2,22.9,25.6,22.4,21.2,18,30.2,33.3,66.7,76.2,23.8,43.7,56.3
69,JJ Redick,LAC,33,78,50,28,28.2,47.4,52.6,33.2,22.3,51.4,13.9,15.4,14.5,10.9,81.5,18.5,95.5,4.5,88.6,11.4
69,Jaylen Brown,BOS,20,78,50,28,17.2,68.2,31.8,56.7,6.6,26.8,21,16.5,23.9,50.1,62.3,37.7,95.7,4.3,70.3,29.7
69,Joe Johnson,UTA,36,78,47,31,23.6,58.8,41.2,46.7,15.9,44.5,3.1,8.8,12.7,30.8,15,85,85.8,14.2,42.5,57.5
69,John Wall,WAS,26,78,48,30,36.4,81,19,61.8,18.9,14.8,25.6,23.4,17.9,42.9,14,86,62.9,37.1,20.7,79.3
69,Jonas Jerebko,BOS,30,78,51,27,15.8,50.4,49.6,46.2,8.7,45.2,12.7,8.6,14.4,37.5,58,42,100,0,74.6,25.4
69,Jonathon Simmons,SAS,27,78,60,18,17.9,75.8,24.2,60.9,13.3,18.6,19.9,20.5,21.7,47.6,51,49,100,0,59.3,40.7
69,Klay Thompson,GSW,27,78,66,12,34,53,47,43.2,19.2,46.2,18.9,10.6,18,24,75,25,95.5,4.5,83.5,16.5
69,Kris Dunn,MIN,23,78,30,48,17.1,76.7,23.3,66.2,25.9,21.5,16.4,12.3,21.8,40.3,28.9,71.1,66.7,33.3,35.6,64.4
69,Rodney McGruder,MIA,25,78,40,38,25.2,52.2,47.8,47.1,5.6,44.1,14.9,8.8,17.9,41.4,47,53,98.6,1.4,66.8,33.2
69,Rondae Hollis-Jefferson,BKN,22,78,19,59,22.6,87.6,12.4,65.2,10.7,6.7,21.5,28.1,17,54.5,51.8,48.2,93.3,6.7,54.5,45.5
69,Shabazz Muhammad,MIN,24,78,29,49,19.4,75.8,24.2,61.9,8,19,23.7,19.1,19.7,53.9,67.4,32.6,98,2,72.6,27.4
69,Taj Gibson,OKC,32,78,41,37,25.5,98.2,1.8,85.6,13.9,1.1,10.2,13.3,12.8,71.6,65.7,34.3,66.7,33.3,65.8,34.2
69,Terrence Ross,ORL,26,78,39,39,25.1,47.6,52.4,42.9,19.8,49.7,14.5,7.4,22.8,23.1,51.1,48.9,85.9,14.1,66.3,33.7
69,Tristan Thompson,CLE,26,78,50,28,30,99.3,0.7,83.2,2.2,0,9.7,16.8,12.1,81,71,29,0,0,71,29
85,Alex Len,PHX,24,77,21,56,20.3,97.4,2.6,74.1,9.1,1.5,6.4,24.4,10.8,64.9,63,37,100,0,63.5,36.5
85,Bradley Beal,WAS,24,77,48,29,34.9,58.2,41.8,46.5,15.2,37.6,15.1,15.9,14.7,31.4,48.6,51.4,80.7,19.3,59.8,40.2
85,Courtney Lee,NYK,31,77,29,48,31.9,61.8,38.2,51,24.9,38.8,13.7,10.2,18.8,26.1,52.1,47.9,88.9,11.1,64.5,35.5
85,Dwight Powell,DAL,25,77,30,47,17.3,80.4,19.6,67.1,10.5,12.2,6.2,20.7,14.9,56.6,83.8,16.2,100,0,85.6,14.4
85,Hassan Whiteside,MIA,28,77,39,38,32.6,100,0,82.8,8.7,0,2.3,17.2,12.1,74.1,58.5,41.5,0,0,58.5,41.5
85,Ian Clark,GSW,26,77,63,14,14.8,62.4,37.6,56.9,16.3,34.7,14.4,8.4,13.3,40.6,66.7,33.3,96.7,3.3,75.4,24.6
85,JaMychal Green,MEM,27,77,40,37,27.3,71,29,56.6,13.6,23.9,8.3,19.5,17.9,43,60,40,98.2,1.8,68.4,31.6
85,JaVale McGee,GSW,29,77,62,15,9.6,99.1,0.9,88.1,1.3,0,11.7,11.9,14,86.9,76.9,23.1,0,0,76.9,23.1
85,Maurice Harkless,POR,24,77,38,39,28.9,68.9,31.1,63.6,3.4,26.4,16.2,10,18.8,60.3,62.6,37.4,100,0,70.7,29.3
85,Nicolas Batum,CHA,28,77,35,42,34,58.5,41.5,44.3,23,34.8,6.5,20.9,14.7,21.3,45.7,54.3,86.7,13.3,59.8,40.2
85,Sam Dekker,HOU,23,77,52,25,18.4,56.4,43.6,56.7,2.8,35.7,25.2,7.6,19,54,72.7,27.3,96.7,3.3,79.8,20.2
85,Stanley Johnson,DET,21,77,35,42,17.8,57.8,42.2,49.6,22.4,39.8,12.7,10.6,13.6,27.1,34.5,65.5,93.3,6.7,55,45
97,Andre Iguodala,GSW,33,76,64,12,26.3,57.3,42.7,54,11.1,33.4,25.1,12.6,17.8,42.9,70.3,29.7,92.2,7.8,76.7,23.3
97,CJ Miles,IND,30,76,39,37,23.4,36.8,63.2,27.5,8.6,62.2,9.8,10.3,17.3,18.9,57.1,42.9,95.3,4.7,80.1,19.9
97,Dewayne Dedmon,SAS,27,76,55,21,17.5,100,0,83.2,4.1,0,7.8,16.8,19.9,79.1,70.2,29.8,0,0,70.2,29.8
97,Draymond Green,GSW,27,76,62,14,32.5,59.5,40.5,49.2,1.8,31.3,21.5,19.5,17.7,47.4,71.2,28.8,97.5,2.5,79,21
97,Iman Shumpert,CLE,27,76,48,28,25.5,46.6,53.4,37.7,19.4,49.7,11.5,12.6,14.3,18.3,34.6,65.4,88.3,11.7,59.7,40.3
97,Isaiah Thomas,BOS,28,76,51,25,33.8,56.1,43.9,39.7,6.7,33.4,15.5,26.9,13.3,33,34.1,65.9,60.4,39.6,43.5,56.5
97,James Johnson,MIA,30,76,40,36,27.4,66.7,33.3,57.6,8.4,26.8,9.4,15.6,14.3,49.2,30.6,69.4,93.1,6.9,45.4,54.6
97,Jimmy Butler,CHI,27,76,40,36,37,80.2,19.8,52.8,20,15,16.9,32.2,16.6,32.7,36.5,63.5,63.7,36.3,40.9,59.1
97,Kentavious Caldwell-Pope,DET,24,76,33,43,33.3,52.9,47.1,41.5,19.5,43.8,20.6,14.7,19.1,22,52.5,47.5,78.4,21.6,63.2,36.8
97,Markieff Morris,WAS,27,76,45,31,31.2,78,22,63,19.2,20,6.8,17,14.1,43.8,59.7,40.3,97.2,2.8,66.3,33.7
97,Marvin Williams,CHA,31,76,32,44,30.2,49.7,50.3,40.8,7.3,43.8,9.4,15.4,14.7,33.5,71.7,28.3,97.6,2.4,82.5,17.5
97,Matthew Dellavedova,MIL,26,76,39,37,26.1,59.7,40.3,44.7,11.4,41.1,5,14.2,11.4,33.3,31,69,86.1,13.9,51.9,48.1
97,Norman Powell,TOR,24,76,47,29,18,65.8,34.2,53.8,6.6,26.4,21.4,19.8,18.6,47.2,26.3,73.7,94.6,5.4,43.2,56.8
97,Shaun Livingston,GSW,31,76,63,13,17.7,99.1,0.9,88.4,35,0.8,14.1,10.8,17,53.5,51.2,48.8,100,0,51.4,48.6
111,Anthony Davis,NOP,24,75,31,44,36.1,91.2,8.8,69.6,23.3,5.7,8,24.7,12.3,46.2,64.4,35.6,100,0,66.2,33.8
111,Aron Baynes,DET,30,75,34,41,15.5,100,0,78.4,13.7,0,5.5,21.6,13.4,64.7,73.4,26.6,0,0,73.4,26.6
111,Brook Lopez,BKN,29,75,20,55,29.6,67,33,54.7,7.1,26.1,4.5,19.2,10.9,47.6,50.4,49.6,98.5,1.5,62,38
111,Damian Lillard,POR,26,75,38,37,35.9,61.1,38.9,44.2,12.4,31.7,9.4,24.1,13,31.8,23.5,76.5,49.5,50.5,31.9,68.1
111,Eric Gordon,HOU,28,75,50,25,31,34.9,65.1,27.3,2.5,60.6,15.3,12.1,11.8,24.8,44.6,55.4,84.1,15.9,68.2,31.8
111,Frank Kaminsky,CHA,24,75,31,44,26.1,55.9,44.1,46.7,6.4,39.8,2.9,13.5,14,40.3,62.7,37.3,100,0,76.3,23.8
111,Jameer Nelson,DEN,35,75,34,41,27.3,54.8,45.2,47.2,18,46.3,11.9,6.5,11.9,29.1,32.7,67.3,72.6,27.4,48.5,51.5
111,Jon Leuer,DET,28,75,34,41,25.9,74.1,25.9,68.1,21.4,19.2,13.7,12.7,14,46.7,73.6,26.4,100,0,77.7,22.3
111,Justin Anderson,PHI,23,75,24,51,16.4,55.8,44.2,48.1,1.9,32.7,13.3,19.2,21.4,46.2,53.9,46.1,94.8,5.2,66.7,33.3
111,Kelly Olynyk,BOS,26,75,49,26,20.5,62.2,37.8,56.6,7.4,30.1,6,13.3,14,49.3,71.9,28.1,95.6,4.4,78.1,21.9
111,Malcolm Brogdon,MIL,24,75,38,37,26.4,69.6,30.4,55.3,9.1,30.5,9.4,14.2,19,46.2,41.5,58.5,89.7,10.3,54.5,45.5
111,Nikola Vucevic,ORL,26,75,27,48,28.8,92.7,7.3,83.9,35.6,6.3,3.6,9.8,12.9,48.4,61.7,38.3,100,0,63.6,36.4
111,Paul George,IND,27,75,39,36,35.9,63.2,36.8,48.1,26.7,33,11,18.9,17.6,21.4,37.5,62.5,81.5,18.5,51.3,48.7
111,Ricky Rubio,MIN,26,75,28,47,32.9,69.8,30.2,48.1,28.7,21.5,12.6,30.4,16.1,19.4,26.9,73.1,95,5,42.5,57.5
111,Willie Cauley-Stein,SAC,23,75,29,46,18.9,99.6,0.4,83.5,9.8,0,8,16.5,16.9,73.6,72.5,27.5,0,0,72.5,27.5
126,Austin Rivers,LAC,24,74,43,31,27.8,59.1,40.9,47.7,4.5,37.5,10.6,14.8,12.9,43.2,20.8,79.2,70.3,29.7,37.8,62.2
126,Carmelo Anthony,NYK,33,74,29,45,34.3,69.7,30.3,54.4,36.4,27.3,5.1,18.3,11.9,18,31.3,68.7,76.2,23.8,42.5,57.5
126,Channing Frye,CLE,34,74,44,30,18.9,35.6,64.4,29.9,12.7,60.8,4,9.3,11.7,17.2,83.2,16.8,100,0,92.9,7.1
126,DeMar DeRozan,TOR,27,74,47,27,35.4,92,8,68.1,30.5,4.9,9.3,27,12.8,37.6,18.8,81.3,84.8,15.2,21.8,78.2
126,Dwight Howard,ATL,31,74,37,37,29.7,99.7,0.3,77.4,2.8,0,5.5,22.6,11.4,74.7,65.7,34.3,0,0,65.7,34.3
126,Jason Smith,WAS,31,74,45,29,14.4,76.3,23.7,65.2,40.5,26.4,3.8,8.4,11.2,24.8,85.4,14.6,100,0,88.5,11.5
126,Jason Terry,MIL,39,74,37,37,18.4,29.6,70.4,20.8,4.6,71.3,10.4,7.9,14.7,16.3,59.4,40.6,93.2,6.8,82.9,17.1
126,Julius Randle,LAL,22,74,24,50,28.8,91.8,8.2,73.8,7.6,5.2,18.3,21,17,66.3,48.9,51.1,94.1,5.9,50.9,49.1
126,Kawhi Leonard,SAS,26,74,54,20,33.4,70.5,29.5,51.8,23.5,23.4,13.9,24.8,17,28.3,38.4,61.6,78.2,21.8,47.6,52.4
126,Langston Galloway,SAC,25,74,29,45,20.2,43.5,56.5,29.7,18.5,61.5,19,8.8,13.2,11.3,46,54,91.7,8.3,72.5,27.5
126,LeBron James,CLE,32,74,51,23,37.8,74.6,25.4,62.6,9.8,19,20.8,18.4,15.5,52.8,35.5,64.5,49.2,50.8,37.8,62.2
126,Marc Gasol,MEM,32,74,40,34,34.2,76.9,23.1,59.2,22.3,21.6,3.9,19.2,12.4,36.9,57,43,98.1,1.9,65,35
126,Marco Belinelli,CHA,31,74,34,40,24,54,46,41.5,23.3,39.2,6.2,19.3,12.3,18.2,67.9,32.1,85.3,14.7,74.6,25.4
126,Matt Barnes,GSW,37,74,38,36,24,44.4,55.6,37.2,6.1,49.5,12.5,13.3,16.9,31.1,73.5,26.5,90.8,9.2,81.6,18.4
126,Meyers Leonard,POR,25,74,37,37,16.5,43.7,56.3,35.9,17,55.4,3,8.7,14,19,76.4,23.6,98.6,1.4,87.7,12.3
126,Monta Ellis,IND,31,74,39,35,27,75.8,24.2,64.8,21.3,20.5,16.8,14.7,19.7,43.5,32.4,67.6,88.4,11.6,42.1,57.9
126,Noah Vonleh,POR,21,74,38,36,17.1,92.6,7.4,75.2,14.1,6.4,2.4,18.4,8.9,61.2,58.5,41.5,85.7,14.3,60,40
126,Terry Rozier,BOS,23,74,47,27,17.1,56.4,43.6,45.9,13.7,41.7,18.8,12.4,16.6,32.2,33,67,80.7,19.3,51,49
126,Thaddeus Young,IND,29,74,40,34,30.2,82.8,17.2,77.9,6.6,16.6,14.6,5.5,17.8,71.3,72.9,27.1,97.8,2.2,76,24
145,Boris Diaw,UTA,35,73,45,28,17.6,75.2,24.8,74.6,11.8,17.8,5,7.6,8,62.7,37.3,62.7,95,5,45.2,54.8
145,E'Twaun Moore,NOP,28,73,32,41,24.9,66.4,33.6,58.9,16.3,33,18.1,8.1,17.3,42.6,42.2,57.8,88.3,11.7,54.8,45.2
145,Goran Dragic,MIA,31,73,40,33,33.7,74.3,25.7,56.2,14.8,23.7,16.7,20.1,16.9,41.4,20.4,79.6,65.8,34.2,30.3,69.7
145,Gordon Hayward,UTA,27,73,46,27,34.5,67.6,32.4,49.5,15.5,27.9,11.4,22.6,17.1,34,42.9,57.1,74.5,25.5,51.6,48.4
145,Isaiah Whitehead,BKN,22,73,17,56,22.5,70.7,29.3,58.9,7.4,24.3,18.4,16.8,14.4,51.6,30.6,69.4,86.4,13.6,42.6,57.4
145,Kent Bazemore,ATL,27,73,39,34,26.9,63.1,36.9,50.7,18,34.5,18.4,14.8,21.7,32.7,52.2,47.8,84.8,15.2,62.4,37.6
145,Malcolm Delaney,ATL,28,73,37,36,17.1,71.6,28.4,60.9,47.1,19.9,10.7,19.2,17.6,13.8,23.5,76.5,88.5,11.5,35.2,64.8
145,Nikola Jokic,DEN,22,73,37,36,27.9,83.7,16.3,73.5,13.8,11.1,5.9,15.4,8,59.8,56.6,43.4,93.3,6.7,59.9,40.1
145,Salah Mejri,DAL,31,73,29,44,12.4,97.8,2.2,81.7,3.8,1.4,2.3,16.9,9.9,77.9,70.1,29.9,100,0,70.5,29.5
145,Tyler Johnson,MIA,25,73,35,38,29.8,69.7,30.3,52.7,15.6,27.8,14.1,19.5,19.1,37.1,45.1,54.9,95.7,4.3,58.3,41.7
145,Vince Carter,MEM,40,73,36,37,24.7,39.6,60.4,27.6,6.1,57.3,5.6,15.1,10.6,21.5,43.2,56.8,90.2,9.8,70.5,29.5
145,Wesley Matthews,DAL,30,73,29,44,34.2,43.4,56.6,32.3,12.4,52.9,10.4,14.8,18.4,19.9,29.6,70.4,83.9,16.1,58,42
145,Zach Randolph,MEM,35,73,38,35,24.5,90.2,9.8,80.2,22.2,6.1,3.9,13.7,13.4,58,47.8,52.2,100,0,50.3,49.7
158,Andrew Harrison,MEM,22,72,38,34,20.5,56.7,43.3,34.8,7.5,30.4,9.6,34.8,18.8,27.3,14.9,85.1,62.8,37.2,32.5,67.5
158,DeMarcus Cousins,NOP,26,72,30,42,34.2,74.7,25.3,53.1,9.5,20.2,4.6,26.7,13.3,43.7,39.9,60.1,89.3,10.7,49.9,50.1
158,DeMarre Carroll,TOR,30,72,44,28,26.1,41.8,58.2,34.8,6.6,51.3,18.2,13.9,19.3,28.2,58.6,41.4,95.4,4.6,76.8,23.2
158,Enes Freedom,OKC,25,72,43,29,21.3,94.8,5.2,76.9,8.7,1.5,9.2,21.6,12.1,68.2,49.6,50.4,100,0,50.2,49.8
158,Gerald Henderson,PHI,29,72,24,48,23.2,68.7,31.3,52.3,22.4,27.6,15.9,20.1,18.3,29.9,53.8,46.2,90.2,9.8,63.2,36.8
158,Jae Crowder,BOS,26,72,48,24,32.4,45.3,54.7,35.2,10.8,47.1,11.8,17.7,16.1,24.4,76.1,23.9,93.6,6.4,84.4,15.6
158,Kyle Anderson,SAS,23,72,53,19,14.2,80.9,19.1,63.4,13.8,18.3,8.5,18.3,22,49.6,57.7,42.3,100,0,64.5,35.5
158,Kyrie Irving,CLE,25,72,47,25,35.1,68.9,31.1,54.4,21.6,29.2,9.7,16.4,10.7,32.8,22.3,77.7,53.1,46.9,30.4,69.6
