RANKING,PLAYER,TEAM,AGE,GP,W,L,MIN,%FGA 2PT,%FGA 3PT,%PTS 2PT,%PTS 2PT MR,%PTS 3PT,%PTS FBPS,%PTS FT,%PTS OFFTO,%PTS PITP,2FGM %AST,2FGM %UAST,3FGM %AST,3FGM %UAST,FGM %AST,FGM %UAST
335,Ben Simmons,BKN,26,42,24,18,26.3,99.1,0.9,91.4,2.7,0,12.4,8.6,12.4,88.7,61.7,38.3,0,0,61.7,38.3
335,Cameron Johnson,BKN,27,42,25,17,28.6,46.2,53.8,36.9,9.2,47.5,14.5,15.6,18.6,27.7,60,40,97.1,2.9,77.1,22.9
335,Duncan Robinson,MIA,29,42,19,23,16.4,19,81,18.7,1.5,70.5,6.7,10.8,13.4,17.2,92,8,100,0,97.7,2.3
335,Isaiah Roby,NYK,25,42,9,33,11.3,61.3,38.7,57,3.5,31.4,20.9,11.6,17.4,53.5,61.2,38.8,100,0,71.6,28.4
335,JaVale McGee,DAL,35,42,20,22,8.4,96,4,83.9,0,3.2,4.3,12.9,11.8,83.9,80.8,19.2,100,0,81.3,18.8
335,Juancho Hernangomez,TOR,27,42,20,22,14.6,41.2,58.8,50.8,0,41.8,12.3,7.4,18.9,50.8,67.7,32.3,100,0,79.2,20.8
335,Marvin Bagley III,DET,24,42,7,35,23.6,82.7,17.3,72.6,6,11.3,7.3,16.1,14.7,66.7,62.8,37.2,94.7,5.3,65.8,34.2
335,Richaun Holmes,SAC,29,42,22,20,8.3,91,9,76.9,0,11.5,6.2,11.6,8.5,76.9,78,22,100,0,80,20
335,Steven Adams,MEM,29,42,28,14,27,99.6,0.4,87,0,0,7.2,13,8.9,87,50.3,49.7,0,0,50.3,49.7
335,T.J. Warren,PHX,29,42,26,16,16.4,75.2,24.8,70.1,24.2,21,16.6,8.9,19.1,45.9,66.4,33.6,95.5,4.5,71.2,28.8
335,Victor Oladipo,MIA,31,42,23,19,26.3,47.4,52.6,40.1,8,46.8,12.7,13.1,19.6,32.1,28.9,71.1,61.4,38.6,43.1,56.9
346,Blake Griffin,BOS,34,41,27,14,13.9,49.2,50.8,47.1,0,40.6,4.7,12.3,7.1,47.1,77.5,22.5,100,0,85.7,14.3
346,Damian Jones,UTA,28,41,12,29,11.6,80.2,19.8,63.4,1.4,21.1,7.7,15.5,14.8,62,73.3,26.7,90,10,76.4,23.6
346,Lindy Waters III,OKC,25,41,20,21,12.9,9,91,11.2,1.9,81.3,14,7.5,17.3,9.3,58.3,41.7,93.1,6.9,87.1,12.9
346,Max Christie,LAL,20,41,19,22,12.5,41.5,58.5,28.1,9.4,60.9,24.2,11,10.2,18.8,55.6,44.4,96.2,3.8,79.5,20.5
350,Cam Reddish,POR,23,40,14,26,24.7,53.8,46.2,48.6,2.6,34.9,14.5,16.5,17.3,46,72.3,27.7,86.7,13.3,77,23
350,Eugene Omoruyi,DET,26,40,10,30,16.1,61,39,54.7,0.7,27,8.6,18.3,13.7,54,61.8,38.2,100,0,71.3,28.7
350,Keon Johnson,POR,21,40,13,27,10.4,54.5,45.5,41.3,5.3,44.4,9.5,14.3,16.9,36,30.8,69.2,60.7,39.3,43.3,56.7
350,Landry Shamet,PHX,26,40,19,21,20.2,33.7,66.3,22,4,65,10.1,13,17.6,17.9,60.5,39.5,88,12,78.8,21.2
350,Patty Mills,BKN,34,40,18,22,14.2,35.9,64.1,30.1,16.3,59.8,10.2,10.1,13,13.8,56.8,43.2,85.7,14.3,73.3,26.7
350,Theo Pinson,DAL,27,40,19,21,8.1,28.7,71.3,18.9,2.1,69.5,5.3,11.6,18.9,16.8,77.8,22.2,81.8,18.2,80.6,19.4
356,Bruno Fernando,ATL,24,39,13,26,10.4,96.4,3.6,77.1,1.3,0,5.2,22.9,8.5,75.8,69.5,30.5,0,0,69.5,30.5
356,DeAndre Jordan,DEN,34,39,23,16,15,99.1,0.9,87.4,1,1.5,2,11.1,13.6,86.4,75.9,24.1,100,0,76.1,23.9
356,Ousmane Dieng,OKC,20,39,20,19,14.6,45.9,54.1,51.8,2.1,40.4,18.7,7.8,20.7,49.7,78,22,96.2,3.8,84.2,15.8
359,Dalen Terry,CHI,20,38,19,19,5.6,62.5,37.5,58.8,4.7,24.7,22.4,16.5,15.3,54.1,32,68,71.4,28.6,40.6,59.4
359,Devin Vassell,SAS,22,38,12,26,31,55.3,44.7,45,20.8,44,20.3,11,16.8,24.2,45.6,54.4,88.3,11.7,62.5,37.5
359,Dewayne Dedmon,PHI,33,38,23,15,11.2,74.2,25.8,65.3,4,18.1,6.5,16.6,17.1,61.3,73.8,26.2,91.7,8.3,76.6,23.4
359,Goga Bitadze,ORL,23,38,13,25,12,79.2,20.8,75.4,0,10.8,12.6,13.8,18,75.4,63.5,36.5,83.3,16.7,65.2,34.8
359,Nathan Knight,MIN,25,38,19,19,7.7,72.8,27.2,54.7,0,17.3,11.5,28,15.1,54.7,55.3,44.7,100,0,63,37
359,Willy Hernangomez,NOP,29,38,23,15,12,93.5,6.5,65.6,0.8,3.4,1.9,31,19.5,64.9,70.9,29.1,100,0,71.9,28.1
365,Admiral Schofield,ORL,26,37,14,23,12.2,39.3,60.7,40,0,46.5,5.8,13.5,21.9,40,64.5,35.5,95.8,4.2,78.2,21.8
365,Andrew Wiggins,GSW,28,37,19,18,32.2,57.5,42.5,50.9,11.4,42.2,11.5,6.9,18,39.5,62.1,37.9,95.5,4.5,74,26
365,Blake Wesley,SAS,20,37,9,28,18.1,75.8,24.2,53.3,9.8,32.6,15.8,14.1,18.5,43.5,30.6,69.4,95,5,49.3,50.7
365,Furkan Korkmaz,PHI,25,37,24,13,9.6,58.6,41.4,42.9,7.1,38.6,3.6,18.5,17.9,35.7,56.7,43.3,88.9,11.1,68.8,31.3
365,Maxi Kleber,DAL,31,37,18,19,25.1,33.7,66.3,34.5,3.6,53.2,5.5,12.3,11.8,30.9,86.8,13.2,97.4,2.6,92.2,7.8
365,Robin Lopez,CLE,35,37,25,12,8.1,94.7,5.3,82.1,3.6,5.4,0,12.5,13.4,78.6,45.7,54.3,100,0,47.9,52.1
365,Thanasis Antetokounmpo,MIL,30,37,25,12,5.6,82.6,17.4,78.4,0,0,13.7,21.6,5.9,78.4,65,35,0,0,65,35
365,Ziaire Williams,MEM,21,37,21,16,15.2,50.5,49.5,56.2,6.7,35.7,22.9,8.1,18.6,49.5,78,22,88,12,81,19
373,Frank Kaminsky,HOU,30,36,13,23,6.5,47.6,52.4,40.4,6.7,43.8,0,15.8,20.2,33.7,88.9,11.1,100,0,93.5,6.5
373,Kennedy Chandler,MEM,20,36,22,14,7.8,81.9,18.1,84.6,7.7,7.7,24.4,7.7,21.8,76.9,42.4,57.6,100,0,45.7,54.3
373,Kessler Edwards,SAC,22,36,17,19,10.7,40.9,59.1,38,4,51,9,11,11,34,63.2,36.8,100,0,80.6,19.4
373,LaMelo Ball,CHA,21,36,13,23,35.2,46.9,53.1,36.3,7.9,51.6,11.6,12.1,12.9,28.4,25,75,65.3,34.7,44.6,55.4
373,Moses Brown,BKN,23,36,17,19,8.2,100,0,78.7,0,0,7.7,21.3,11.6,78.7,60.7,39.3,0,0,60.7,39.3
373,Udoka Azubuike,UTA,23,36,17,19,10,100,0,94.4,0,0,4.8,5.6,11.2,94.4,86.4,13.6,0,0,86.4,13.6
379,AJ Green,MIL,23,35,27,8,9.9,16,84,11.7,5.2,85.7,7.8,2.6,7.1,6.5,77.8,22.2,90.9,9.1,88.7,11.3
379,Charles Bassey,SAS,22,35,9,26,14.5,94.1,5.9,84.4,9,4.5,2.5,11.1,14.6,75.4,64.3,35.7,66.7,33.3,64.4,35.6
379,Jake LaRavia,MEM,21,35,22,13,11.8,25.3,74.7,24.8,0,68.6,8.6,6.6,10.5,24.8,84.6,15.4,100,0,94.6,5.4
379,KZ Okpala,SAC,24,35,19,16,7.1,44.7,55.3,39.1,4.3,45.7,30.4,15.2,15.2,34.8,66.7,33.3,100,0,81.3,18.8
379,Markieff Morris,DAL,33,35,17,18,10.1,38.3,61.7,28.8,18.2,63.6,2.3,7.6,15.9,10.6,73.7,26.3,100,0,89.4,10.6
379,Robert Williams III,BOS,25,35,24,11,23.5,99.4,0.6,91,0.7,0,10,9,14,90.3,68.5,31.5,0,0,68.5,31.5
385,Aleksej Pokusevski,OKC,21,34,16,18,20.6,58.2,41.8,50.7,2.2,41.3,13.4,8,17,48.6,60,40,97.4,2.6,73.1,26.9
385,James Bouknight,CHA,22,34,9,25,15.2,43.5,56.5,37.7,7.3,51.8,18.3,10.5,17.3,30.4,50,50,69.7,30.3,59.4,40.6
385,John Wall,LAC,32,34,15,19,22.2,67.8,32.2,54.4,13,25.6,21.8,20,19.2,41.5,14.3,85.7,93.9,6.1,33.3,66.7
385,Kevon Harris,ORL,26,34,12,22,13.4,59.8,40.2,44,0,34,12.8,22,16.3,44,51.6,48.4,87.5,12.5,63.8,36.2
385,Matt Ryan,MIN,26,34,15,19,9.1,22.2,77.8,13.1,4.9,78.7,9,8.2,4.1,8.2,75,25,100,0,95,5
390,Khris Middleton,MIL,31,33,25,8,24.3,60.1,39.9,50.7,20.9,30.8,10.5,18.5,7.2,29.8,33.3,66.7,60.8,39.2,41.2,58.8
390,Ricky Rubio,CLE,32,33,23,10,17.2,53.9,46.1,46.8,24.6,36.8,8.2,16.4,14,22.2,37.5,62.5,95.2,4.8,57.4,42.6
392,Javonte Green,CHI,29,32,13,19,15,67.6,32.4,58.2,0,23.6,21.8,18.2,23,58.2,66.7,33.3,100,0,73.8,26.2
392,Matthew Dellavedova,SAC,32,32,19,13,6.6,46,54,34,4.3,57.4,10.6,8.6,6.4,29.8,25,75,77.8,22.2,52.9,47.1
392,Rodney McGruder,DET,31,32,4,28,16.4,36.2,63.8,23,1.1,67.2,17.5,9.8,20.8,21.9,66.7,33.3,95.1,4.9,85.5,14.5
392,Svi Mykhailiuk,CHA,26,32,16,16,14.6,42.8,57.2,31.5,8.1,56.8,19.4,11.7,23,23.4,54.3,45.7,83.3,16.7,70.1,29.9
396,Boban Marjanovic,HOU,34,31,7,24,5.5,98.3,1.7,80.4,2,0,0,19.6,5.9,78.4,56.1,43.9,0,0,56.1,43.9
396,Dalano Banton,TOR,23,31,17,14,9,60.8,39.2,56.3,2.8,31.7,26.1,12,26.8,53.5,57.5,42.5,86.7,13.3,65.5,34.5
396,Duane Washington Jr.,NYK,23,31,17,14,12.7,56.6,43.4,44.3,14.8,49.2,12.7,6.5,8.2,29.5,22.2,77.8,62.5,37.5,39.4,60.6
396,Gorgui Dieng,SAS,33,31,3,28,11.6,35.9,64.1,39.7,8.3,52.1,0,8.2,6.6,31.4,66.7,33.3,90.5,9.5,77.8,22.2
396,Jae'Sean Tate,HOU,27,31,7,24,21.9,79.9,20.1,68.6,1.4,13.8,12.4,17.6,11,67.1,35.1,64.9,92.3,7.7,41.8,58.2
396,Orlando Robinson,MIA,22,31,18,13,13.7,93.3,6.7,81,0,0,2.6,19,22.4,81,57.4,42.6,0,0,57.4,42.6
396,Patrick Baldwin,GSW,20,31,15,16,7.3,22.9,77.1,18,3.3,78.7,9,3.3,10.7,14.8,81.8,18.2,100,0,95.3,4.7
396,Terry Taylor,CHI,23,31,13,18,8.5,74.7,25.3,76.4,0,16.9,14.6,6.7,12.4,76.4,61.8,38.2,100,0,66.7,33.3
396,TyTy Washington Jr.,HOU,21,31,6,25,14,50,50,53.8,5.5,39.3,14.5,6.9,15.9,48.3,43.6,56.4,78.9,21.1,55.2,44.8
405,Stanley Johnson,SAS,27,30,5,25,15.6,67.2,32.8,54,4.6,31,13.8,15,13.2,49.4,46.8,53.2,94.4,5.6,60,40
406,Justise Winslow,POR,27,29,15,14,26.8,77.3,22.7,68.4,4.1,21.4,15.8,10.2,11.2,64.3,56.7,43.3,100,0,64.2,35.8
406,Karl-Anthony Towns,MIN,27,29,15,14,33,61.7,38.3,50.5,8.3,29.9,9.1,19.6,13.8,42.2,59.9,40.1,96.7,3.3,70.3,29.7
406,Vit Krejci,ATL,23,29,15,14,5.7,43.2,56.8,55.6,5.6,41.7,11.1,2.7,11.1,50,60,40,60,40,60,40
406,Wendell Moore Jr.,MIN,21,29,16,13,5.3,60.5,39.5,76.2,0,14.3,40.5,9.5,28.6,76.2,43.8,56.3,100,0,50,50
406,Zion Williamson,NOP,22,29,17,12,33,95.9,4.1,73.7,0.3,2.8,11.1,23.5,14.3,73.5,45.7,54.3,85.7,14.3,46.7,53.3
411,Dominick Barlow,SAS,20,28,5,23,14.6,95.3,4.7,83.6,12.7,0,10.9,16.4,12.7,70.9,73.9,26.1,0,0,73.9,26.1
411,Johnny Davis,WAS,21,28,10,18,15.1,59.1,40.9,60.1,13.5,31.3,15.3,8.6,11,46.6,63.3,36.7,100,0,72.7,27.3
411,Luka Garza,MIN,24,28,15,13,8.7,66.4,33.6,54.1,4.4,23.2,1.1,22.7,12.2,49.7,51,49,100,0,61.9,38.1
414,Chuma Okeke,ORL,24,27,8,19,19.2,29.5,70.5,26.6,1.6,60.9,3.1,12.5,17.2,25,58.8,41.2,92.3,7.7,79.1,20.9
414,Derrick Rose,NYK,34,27,12,15,12.5,60.4,39.6,55.3,6.6,37.5,10.5,7.2,3.3,48.7,33.3,66.7,73.7,26.3,45.9,54.1
414,Evan Fournier,NYK,30,27,15,12,17,31.3,68.7,25.5,4.8,63.6,10.3,10.9,11.5,20.6,47.6,52.4,85.7,14.3,71.4,28.6
414,McKinley Wright IV,DAL,24,27,14,13,12.4,71.4,28.6,64.9,8.8,23.7,10.5,11.4,9.6,56.1,29.7,70.3,88.9,11.1,41.3,58.7
418,Alex Len,SAC,30,26,15,11,6.2,93.3,6.7,74.4,4.7,0,4.7,25.6,16.3,69.8,56.3,43.8,0,0,56.3,43.8
419,Bryn Forbes,MIN,29,25,9,16,10.7,44.6,55.4,36,15.7,47.2,6.7,16.8,21.3,20.2,81.3,18.8,85.7,14.3,83.3,16.7
419,Garrett Temple,NOP,37,25,16,9,6.5,42.2,57.8,28,0,66,22,6,8,28,42.9,57.1,100,0,77.8,22.2
419,Jeff Dowtin Jr.,TOR,26,25,17,8,10.3,71.9,28.1,65.6,16.4,24.6,16.4,9.8,6.6,49.2,45,55,80,20,52,48
419,Kira Lewis Jr.,NOP,22,25,11,14,9.4,61.4,38.6,43.9,12.3,39.5,20.2,16.6,20.2,31.6,36,64,86.7,13.3,55,45
419,Saben Lee,PHX,24,25,15,10,14.9,75.2,24.8,50.3,2.6,21.9,14.6,27.8,20.5,47.7,26.3,73.7,81.8,18.2,38.8,61.2
424,Kenneth Lofton Jr.,MEM,20,24,15,9,7.3,81.7,18.3,71.7,5,15,9.2,13.3,10,66.7,53.5,46.5,100,0,59.2,40.8
425,David Duke Jr.,BKN,23,23,10,13,9.9,84.6,15.4,82.4,7.1,3.5,24.7,14.1,27.1,75.3,54.3,45.7,100,0,55.6,44.4
425,Justin Jackson,BOS,28,23,15,8,4.7,25.9,74.1,20,0,75,0,5,15,20,50,50,80,20,71.4,28.6
425,Noah Vonleh,BOS,27,23,17,6,7.5,83.3,16.7,80,8,12,0,8,24,72,20,80,100,0,27.3,72.7
425,Peyton Watson,DEN,20,23,13,10,8.1,76.3,23.7,61.3,2.7,24,17.3,14.7,32,58.7,65.2,34.8,100,0,72.4,27.6
425,Trent Forrest,ATL,25,23,9,14,12,96.7,3.3,96.2,3.8,0,15.4,3.8,28.8,92.3,40,60,0,0,40,60
430,Brandon Boston Jr.,LAC,21,22,9,13,11.3,76.2,23.8,54.5,12.6,25.2,16.8,20.3,9.1,42,53.8,46.2,58.3,41.7,54.9,45.1
430,Gary Payton II,GSW,30,22,13,9,16.7,62.3,37.7,55.4,2,38.6,13.9,6,21.8,53.5,71.4,28.6,100,0,80.5,19.5
430,Kris Dunn,UTA,29,22,8,14,25.8,83.3,16.7,68.3,0.7,17.6,8.3,14.1,16.2,67.6,16.2,83.8,82.4,17.6,25.9,74.1
430,Mamadi Diakite,CLE,26,22,15,7,8,58,42,59.6,3.5,36.8,10.5,3.6,26.3,56.1,82.4,17.6,85.7,14.3,83.3,16.7
430,Moussa Diabate,LAC,21,22,10,12,8.9,95.7,4.3,78,0,5.1,10.2,16.9,20.3,78,47.8,52.2,100,0,50,50
435,Khem Birch,SAS,30,20,9,11,8.1,93.8,6.3,83.7,0,7,14,9.3,30.2,83.7,94.4,5.6,100,0,94.7,5.3
435,Ryan Arcidiacono,POR,29,20,9,11,8.6,37.8,62.2,7.7,0,92.3,0,0,11.5,7.7,100,0,87.5,12.5,88.9,11.1
437,John Butler Jr.,POR,20,19,4,15,11.6,34,66,40,4.4,53.3,15.6,6.7,20,35.6,88.9,11.1,100,0,94.1,5.9
438,Jae Crowder,MIL,32,18,13,5,18.9,41.5,58.5,33.9,6.5,58.1,6.5,8,8.9,27.4,71.4,28.6,100,0,86.7,13.3
438,Jamal Cain,MIA,24,18,10,8,13.3,69.7,30.3,61.2,2,21.4,16.3,17.4,30.6,59.2,53.3,46.7,100,0,62.2,37.8
438,James Johnson,IND,36,18,7,11,9,69.4,30.6,74.5,11.8,17.6,17.6,7.9,7.8,62.7,42.1,57.9,100,0,50,50
438,Johnny Juzang,UTA,22,18,6,12,12.9,39.4,60.6,46,13.8,51.7,10.3,2.3,8,32.2,55,45,86.7,13.3,68.6,31.4
442,Jack White,DEN,25,17,13,4,3.9,52.6,47.4,47.6,0,42.9,28.6,9.5,0,47.6,40,60,100,0,62.5,37.5
442,Julian Champagnie,SAS,22,17,7,10,18.8,36.9,63.1,31.5,4.8,60,10.3,8.5,8.5,26.7,84.6,15.4,100,0,93.2,6.8
442,Nerlens Noel,BKN,29,17,4,13,11.5,94.4,5.6,68.6,22.9,8.6,8.6,22.8,14.3,45.7,83.3,16.7,100,0,84.6,15.4
445,Greg Brown III,POR,21,16,10,6,5.8,75,25,71.4,0,10.7,21.4,17.9,25,71.4,90,10,100,0,90.9,9.1
445,Jaden Springer,PHI,20,16,13,3,5.6,85.7,14.3,71.4,4.8,14.3,19,14.3,9.5,66.7,33.3,66.7,50,50,35.3,64.7
445,Keon Ellis,SAC,23,16,7,9,4.4,25,75,8.3,0,75,0,16.7,41.7,8.3,100,0,66.7,33.3,71.4,28.6
445,PJ Dozier,SAC,26,16,11,5,5,51.5,48.5,72.7,36.4,27.3,9.1,0,18.2,36.4,37.5,62.5,100,0,50,50
445,Serge Ibaka,MIL,33,16,11,5,11.6,66.7,33.3,60.6,6.1,27.3,0,12.1,16.7,54.5,55,45,100,0,65.4,34.6
445,Tyrese Martin,ATL,24,16,10,6,4.1,69.6,30.4,76.2,19,14.3,28.6,9.5,19,57.1,75,25,100,0,77.8,22.2
451,A.J. Lawson,DAL,22,15,5,10,7.2,43.2,56.8,42.9,0,53.6,19.6,3.5,3.6,42.9,50,50,100,0,72.7,27.3
451,Cody Zeller,MIA,30,15,6,9,14.4,96.6,3.4,75.5,0,0,11.2,24.5,7.1,75.5,83.8,16.2,0,0,83.8,16.2
451,Dru Smith,BKN,25,15,7,8,10.6,57.8,42.2,59.1,4.5,34.1,25,6.8,20.5,54.5,30.8,69.2,100,0,50,50
451,Josh Minott,MIN,20,15,7,8,6.4,83.3,16.7,69.6,0,13,30.4,17.4,13,69.6,75,25,100,0,77.8,22.2
451,Nikola Jovic,MIA,20,15,7,8,13.6,49.3,50.7,48.8,7.3,29.3,8.5,21.9,12.2,41.5,85,15,100,0,89.3,10.7
451,Vince Williams Jr.,MEM,22,15,7,8,7,30,70,53.3,0,40,16.7,6.7,23.3,53.3,75,25,100,0,83.3,16.7
457,Jared Rhoden,DET,23,14,2,12,14.1,54.5,45.5,53.3,8.9,33.3,17.8,13.4,13.3,44.4,58.3,41.7,100,0,70.6,29.4
457,Jason Preston,LAC,23,14,4,10,8.8,56.1,43.9,63.4,9.8,36.6,17.1,0,17.1,53.7,30.8,69.2,60,40,38.9,61.1
457,Leandro Bolmaro,UTA,22,14,8,6,4.9,80,20,100,0,0,0,0,33.3,100,0,100,0,0,0,100
460,Cade Cunningham,DET,21,12,3,9,33.3,72.8,27.2,63.6,22.6,21.3,5.9,15.1,12.6,41,15.8,84.2,58.8,41.2,23.7,76.3
460,Isaiah Mobley,CLE,23,12,8,4,7,71.4,28.6,58.1,0,29,6.5,12.9,12.9,58.1,44.4,55.6,100,0,58.3,41.7
460,JD Davison,BOS,20,12,11,1,5.5,63.2,36.8,63.2,31.6,31.6,15.8,5.2,15.8,31.6,50,50,100,0,62.5,37.5
460,Ryan Rollins,GSW,20,12,5,7,5.2,55,45,34.8,0,39.1,8.7,26.1,17.4,34.8,25,75,66.7,33.3,42.9,57.1
460,Tony Bradley,CHI,25,12,5,7,2.8,58.3,41.7,31.6,0,47.4,10.5,21,26.3,31.6,66.7,33.3,100,0,83.3,16.7
465,Danny Green,CLE,36,11,6,5,12.6,24.5,75.5,19.7,6.6,78.7,0,1.6,13.1,13.1,66.7,33.3,100,0,90.9,9.1
465,Jonathan Isaac,ORL,25,11,8,3,11.3,71.7,28.3,58.2,14.5,32.7,12.7,9.1,47.3,43.6,50,50,100,0,63.6,36.4
465,Vernon Carey Jr.,UTA,22,11,8,3,2.6,100,0,66.7,0,0,33.3,33.3,33.3,66.7,50,50,0,0,50,50
468,Buddy Boeheim,DET,23,10,2,8,9,7.4,92.6,12.5,0,75,0,12.5,0,12.5,0,100,100,0,80,20
468,Jarrett Culver,ATL,24,10,5,5,13.7,72.1,27.9,72.7,9.1,6.8,18.2,20.5,4.5,63.6,37.5,62.5,100,0,41.2,58.8
468,Xavier Cooks,WAS,27,10,2,8,12.6,96.4,3.6,89.5,0,0,5.3,10.5,10.5,89.5,64.7,35.3,0,0,64.7,35.3
471,Joe Wieskamp,TOR,23,9,6,3,5.5,14.3,85.7,0,0,100,33.3,0,0,0,0,0,100,0,100,0
471,Jordan Hall,SAS,21,9,1,8,9.2,46.4,53.6,42.9,21.4,32.1,0,25,7.1,21.4,50,50,100,0,66.7,33.3
471,Kemba Walker,DAL,33,9,5,4,16,50.9,49.1,47.2,13.9,29.2,0,23.6,16.7,33.3,17.6,82.4,42.9,57.1,25,75
471,Meyers Leonard,MIL,31,9,6,3,12.6,37.9,62.1,32.6,0,48.8,0,18.6,0,32.6,85.7,14.3,100,0,92.9,7.1
471,Olivier Sarr,OKC,24,9,5,4,12.6,73.3,26.7,77.8,5.6,8.3,5.6,13.9,11.1,72.2,92.9,7.1,100,0,93.3,6.7
471,Omer Yurtseven,MIA,25,9,5,4,9.2,74.1,25.9,65,0,22.5,0,12.5,5,65,69.2,30.8,100,0,75,25
471,Quenton Jackson,WAS,24,9,3,6,15,71.4,28.6,64.3,7.1,5.4,16.1,30.3,23.2,57.1,50,50,100,0,52.6,47.4
471,Ron Harper Jr.,TOR,23,9,6,3,5.3,43.8,56.3,50,0,45,0,5,10,50,60,40,100,0,75,25
479,Andre Iguodala,GSW,39,8,3,5,14.1,40,60,70.6,0,17.6,11.8,11.8,11.8,70.6,66.7,33.3,100,0,71.4,28.6
479,Facundo Campazzo,DAL,32,8,2,6,6.5,15.4,84.6,0,0,90,0,10,30,0,0,0,66.7,33.3,66.7,33.3
479,Otto Porter Jr.,TOR,30,8,4,4,18.3,43.3,56.7,40.9,9.1,40.9,22.7,18.2,40.9,31.8,55.6,44.4,100,0,73.3,26.7
482,Carlik Jones,CHI,25,7,4,3,8,60,40,30,10,45,25,25,15,20,0,100,100,0,50,50
482,Cody Martin,CHA,27,7,2,5,19.1,61.1,38.9,62.9,11.4,25.7,20,11.4,20,51.4,54.5,45.5,100,0,64.3,35.7
482,Cole Swider,LAL,24,7,2,5,5.9,11.1,88.9,0,0,100,0,0,0,0,0,0,100,0,100,0
482,Daniel Theis,IND,31,7,1,6,15.5,75,25,77.6,0,12.2,8.2,10.2,8.2,77.6,94.7,5.3,100,0,95.2,4.8
482,Jay Huff,WAS,25,7,2,5,13.6,52,48,35.3,3.9,35.3,3.9,29.4,17.6,31.4,100,0,100,0,100,0
482,Lindell Wigginton,MIL,25,7,4,3,12.4,51.4,48.6,48,8,36,0,16,10,40,8.3,91.7,100,0,38.9,61.1
482,Luka Samanic,UTA,23,7,2,5,23,45.6,54.4,52.2,0,34.8,23.2,13,15.9,52.2,77.8,22.2,100,0,84.6,15.4
482,Marko Simonovic,CHI,23,7,3,4,2.8,42.9,57.1,33.3,0,50,0,16.7,50,33.3,100,0,100,0,100,0
482,Micah Potter,UTA,25,7,4,3,7.5,53.3,46.7,50,0,50,8.3,0,0,50,66.7,33.3,100,0,80,20
482,Trevelin Queen,IND,26,7,2,5,10,48.3,51.7,47.6,0,28.6,0,23.8,23.8,47.6,60,40,100,0,71.4,28.6
482,Udonis Haslem,MIA,43,7,4,3,10.3,69,31,51.9,22.2,33.3,7.4,14.8,7.4,29.6,71.4,28.6,100,0,80,20
493,Devon Dotson,WAS,23,6,1,5,8.9,60,40,0,0,100,0,0,0,0,0,0,100,0,100,0
493,Isaiah Todd,WAS,21,6,2,4,10.2,47.4,52.6,44.4,0,33.3,0,22.3,0,44.4,100,0,100,0,100,0
493,Jared Butler,OKC,22,6,3,3,12.8,56.3,43.8,43.2,0,56.8,8.1,0,21.6,43.2,37.5,62.5,85.7,14.3,60,40
493,Kendall Brown,IND,20,6,1,5,6.7,85.7,14.3,88.9,22.2,0,22.2,11.1,66.7,66.7,25,75,0,0,25,75
493,Scotty Pippen Jr.,LAL,22,6,1,5,5.3,75,25,42.9,0,21.4,0,35.7,7.1,42.9,33.3,66.7,0,100,25,75
493,Skylar Mays,POR,25,6,1,5,31.5,61.8,38.2,47.8,8.7,39.1,15.2,13.1,15.2,39.1,22.7,77.3,75,25,41.2,58.8
499,Dereon Seabron,NOP,23,5,2,3,2.3,100,0,100,0,0,50,0,0,100,50,50,0,0,50,50
499,Jamaree Bouyea,WAS,24,5,2,3,14.1,57.1,42.9,53.3,0,40,13.3,6.7,13.3,53.3,50,50,50,50,50,50
499,Jeenathan Williams,POR,24,5,1,4,25.3,79.5,20.5,79.2,0,17,15.1,3.8,24.5,79.2,66.7,33.3,100,0,70.8,29.2
499,Justin Champagnie,BOS,22,5,4,1,6.9,66.7,33.3,72.7,0,27.3,0,0,0,72.7,50,50,100,0,60,40
499,Kobi Simmons,CHA,25,5,1,4,5.6,16.7,83.3,0,0,60,40,40,0,0,0,0,100,0,100,0
499,Malcolm Hill,CHI,27,5,4,1,1.8,25,75,40,0,60,100,0,0,40,100,0,100,0,100,0
499,Neemias Queta,SAC,23,5,1,4,5.7,100,0,100,0,0,16.7,0,16.7,100,83.3,16.7,0,0,83.3,16.7
499,Sam Merrill,CLE,27,5,4,1,11.7,18.2,81.8,32,8,60,24,8,28,24,100,0,100,0,100,0
499,Shaquille Harrison,LAL,29,5,1,4,24,72.2,27.8,54.5,4.5,20.5,18.2,25,11.4,50,50,50,100,0,60,40
499,Trevor Hudgins,HOU,24,5,0,5,5.7,11.1,88.9,0,0,66.7,0,33.3,33.3,0,0,0,100,0,100,0
509,Alize Johnson,SAS,27,4,1,3,7.4,66.7,33.3,85.7,0,0,42.9,14.3,0,85.7,33.3,66.7,0,0,33.3,66.7
509,Darius Days,HOU,23,4,0,4,6.2,16.7,83.3,26.7,0,60,0,13.3,13.3,26.7,50,50,100,0,80,20
509,Jarrell Brantley,UTA,27,4,0,4,9.7,35.7,64.3,36.4,0,54.5,0,9.1,0,36.4,25,75,100,0,62.5,37.5
509,Joshua Primo,SAS,20,4,3,1,23.3,53.8,46.2,42.9,7.1,32.1,10.7,25,39.3,35.7,33.3,66.7,66.7,33.3,44.4,55.6
509,Justin Minaya,POR,24,4,0,4,22.2,47.8,52.2,47.1,11.8,52.9,11.8,0,23.5,35.3,50,50,100,0,71.4,28.6
