RANKING,PLAYER,TEAM,AGE,GP,W,L,MIN,%FGA 2PT,%FGA 3PT,%PTS 2PT,%PTS 2PT MR,%PTS 3PT,%PTS FBPS,%PTS FT,%PTS OFFTO,%PTS PITP,2FGM %AST,2FGM %UAST,3FGM %AST,3FGM %UAST,FGM %AST,FGM %UAST
162,Jamal Murray,DEN,23,59,38,21,32.3,63.8,36.2,54.3,19.2,30.8,9.5,14.9,15,35,47,53,67,33,52.5,47.5
162,Jeff Teague,ATL,32,59,22,37,24.8,76.1,23.9,53,4.7,20.1,8.1,26.9,12.5,48.4,15.9,84.1,46.5,53.5,22.1,77.9
162,Marquese Chriss,GSW,22,59,15,44,20.3,89.9,10.1,73.7,1.8,4.4,13.7,21.9,14.1,71.9,74.3,25.7,100,0,75.2,24.8
162,Patrick Patterson,LAC,31,59,39,20,13.2,26.2,73.8,19.2,2.1,68.8,14,12,16.1,17.1,78.6,21.4,100,0,93.7,6.3
162,Solomon Hill,MIA,29,59,29,30,18.4,38.5,61.5,29.1,6.2,58.5,11.1,12.4,16.4,22.9,55.3,44.7,92.1,7.9,76.4,23.6
162,Tony Snell,DET,28,59,18,41,27.8,33.5,66.5,28.7,5.9,64.6,11.8,6.7,17.1,22.8,64.7,35.3,89.2,10.8,79.4,20.6
173,Brandon Clarke,MEM,23,58,29,29,22.4,86.6,13.4,78,3.1,9.9,14.1,12.1,16.7,74.9,81.3,18.7,100,0,82.8,17.2
173,Bruce Brown,DET,23,58,18,40,28.2,78.5,21.5,63.8,1.5,19.1,13,17.1,19.7,62.3,38.2,61.8,97,3,48,52
173,Cam Reddish,ATL,20,58,17,41,26.7,54.9,45.1,42.6,8.9,40.8,15.4,16.6,14.9,33.8,50.8,49.2,86.7,13.3,64.8,35.2
173,Carmelo Anthony,POR,36,58,28,30,32.8,71.1,28.9,55.6,25.9,29.2,8.5,15.2,9.9,29.7,39,61,94.3,5.7,53.3,46.7
173,Cody Zeller,CHA,27,58,18,40,23.1,84.3,15.7,72.6,0.9,8.4,10.1,19,14.2,71.7,70.4,29.6,94.4,5.6,72.1,27.9
173,Enes Freedom,BOS,28,58,36,22,17,98,2,84.4,3,0.6,6,15,13.6,81.4,47,53,100,0,47.2,52.8
173,Jevon Carter,PHX,24,58,29,29,16.3,39.9,60.1,27.2,11.1,64.8,16.7,8,20.2,16,43.6,56.4,90.3,9.7,72.3,27.7
173,Jimmy Butler,MIA,30,58,38,20,33.8,84.3,15.7,54.6,9.2,7.5,12,37.9,16.5,45.5,40.2,59.8,55.2,44.8,41.4,58.6
173,Kyle Korver,MIL,39,58,43,15,16.6,19.1,80.9,14,9.3,76.9,9.3,9.1,12.2,4.7,77.8,22.2,97,3,92.9,7.1
173,Kyle Lowry,TOR,34,58,41,17,36.2,42,58,30.2,5.2,43.7,19.3,26.1,11.5,25,23.5,76.5,54.3,45.7,38.6,61.4
173,Markieff Morris,LAL,30,58,22,36,20.5,50.2,49.8,41.1,8.9,47.1,7,11.8,13,32.1,63.5,36.5,97.7,2.3,78.3,21.7
173,Marvin Williams,MIL,34,58,21,37,19.5,41.6,58.4,36.7,3.5,49,5.5,14.3,13.4,33.2,66.7,33.3,98.2,1.8,81.5,18.5
173,P.J. Washington,CHA,21,58,22,36,30.3,61,39,51.3,1.4,36.3,11,12.4,14.4,49.9,78.6,21.4,96.5,3.5,84.3,15.7
173,Ryan Arcidiacono,CHI,26,58,21,37,16,37.3,62.7,27.6,4.6,62.1,8.8,10.3,19.2,23,50,50,88.9,11.1,73.3,26.7
173,Tony Bradley,UTA,22,58,36,22,11.4,98.4,1.6,86.3,0,3.2,6,10.5,7,86.3,69.1,30.9,100,0,69.8,30.2
173,Torrey Craig,DEN,29,58,38,20,18.5,48.7,51.3,50.2,1.9,42.9,14.6,6.9,14.6,48.3,63.3,36.7,95.6,4.4,75,25
173,Will Barton,DEN,29,58,38,20,33,61,39,51.3,8.5,37.1,14.5,11.6,15,42.8,39.3,60.7,70.4,29.6,49.4,50.6
190,Andre Drummond,CLE,26,57,21,36,33,95.5,4.5,81.8,1,1.5,7.1,16.7,14.7,80.8,57.4,42.6,80,20,57.7,42.3
190,Ben Simmons,PHI,23,57,35,22,35.4,98.9,1.1,79.6,0.9,0.6,23.2,19.8,19.2,78.8,50.7,49.3,100,0,50.9,49.1
190,Bradley Beal,WAS,27,57,20,37,36,63.1,36.9,48.6,12.9,29.3,11,22.1,14.2,35.7,37.6,62.4,63.5,36.5,45,55
190,Cameron Johnson,PHX,24,57,28,29,22,32.8,67.2,27.8,5.6,63.1,19.8,9.1,17.7,22.2,74.3,25.7,99.1,0.9,89.2,10.8
190,D.J. Augustin,ORL,32,57,28,29,24.9,56.4,43.6,38.1,8.7,35.1,8.2,26.8,15.5,29.4,19.3,80.7,62.9,37.1,35.9,64.1
190,Frank Ntilikina,NYK,21,57,19,38,20.8,58.9,41.1,48.7,19.6,37,9.5,14.3,11.5,29.1,26.4,73.6,79.5,20.5,44.3,55.7
190,Jalen Brunson,DAL,23,57,34,23,17.9,69.1,30.9,59.2,15.5,27.7,12.7,13.1,12.4,43.8,23.9,76.1,81.4,18.6,37.6,62.4
190,Jaren Jackson Jr.,MEM,20,57,28,29,28.5,51.1,48.9,42,1.2,43.9,10.1,14.1,12.6,40.8,64.4,35.6,92.4,7.6,75.9,24.1
190,Jaylen Brown,BOS,23,57,38,19,33.9,61.9,38.1,51.4,7.2,33.4,22,15.2,16.8,44.2,47.7,52.3,88.4,11.6,60,40
190,Jordan Poole,GSW,21,57,12,45,22.3,47.2,52.8,37,13.5,44.1,11.5,18.9,18.3,23.5,46.2,53.8,85.1,14.9,63.5,36.5
190,Kawhi Leonard,LAC,29,57,41,16,32.4,71.3,28.7,53,18,23.9,11,23.1,16.6,35,28.4,71.6,62.6,37.4,36.3,63.7
190,Kristaps Porzingis,DAL,24,57,32,25,31.8,56.8,43.2,44,12.7,36.6,5.5,19.4,12,31.3,72.7,27.3,97.2,2.8,81.4,18.6
190,Marco Belinelli,SAS,34,57,27,30,15.5,43.3,56.7,31,18.8,55.7,10.2,13.3,11.4,12.2,89.3,10.7,89.6,10.4,89.4,10.6
190,Matthew Dellavedova,CLE,29,57,17,40,14.4,48,52,46.3,3.4,35.6,2.3,18.1,7.3,42.9,31.7,68.3,90.5,9.5,51.6,48.4
190,Russell Westbrook,HOU,31,57,36,21,36,83.4,16.6,70.7,15.6,10.6,17.5,18.7,16.4,55.1,23.5,76.5,65.5,34.5,27.3,72.7
190,Tristan Thompson,CLE,29,57,19,38,30.2,95.9,4.1,81.6,2.6,3.9,5.6,14.5,11.3,78.9,59.9,40.1,66.7,33.3,60.1,39.9
206,Bruno Fernando,ATL,21,56,18,38,12.7,81.4,18.6,81.7,2.5,6.3,9.6,12,8.8,79.2,69.4,30.6,100,0,70.9,29.1
206,DeAndre Jordan,BKN,31,56,27,29,22,100,0,82.2,0.4,0,3.4,17.8,10.3,81.7,74.3,25.7,0,0,74.3,25.7
206,E'Twaun Moore,NOP,31,56,27,29,18.2,61.8,38.2,52.8,9,40.6,10.9,6.6,13.3,43.8,45.5,54.5,95.2,4.8,62.4,37.6
206,Gary Harris,DEN,25,56,37,19,31.8,59.5,40.5,50.9,8.6,36.1,19.3,13,25.6,42.3,75.7,24.3,90,10,80.3,19.7
206,Kelly Oubre Jr.,PHX,24,56,22,34,34.5,62.8,37.2,50.7,6.1,31,17.8,18.3,21.5,44.6,57.4,42.6,95.4,4.6,68.4,31.6
206,Kemba Walker,BOS,30,56,37,19,31.1,46.8,53.2,34.6,10.1,47.2,9.7,18.2,12.2,24.5,24.7,75.3,48.9,51.1,36.2,63.8
206,Kevin Huerter,ATL,21,56,19,37,31.4,45.2,54.8,36.5,7.3,55.7,13,7.8,17.7,29.2,39.2,60.8,85,15,62.3,37.7
206,Kevin Love,CLE,31,56,16,40,31.8,46.4,53.6,36.7,15.8,44.4,5,18.9,11.7,20.9,58.6,41.4,93.2,6.8,74,26
206,Larry Nance Jr.,CLE,27,56,16,40,26.3,63.1,36.9,61.3,7.4,29.8,8.5,8.9,14.7,53.9,61.3,38.7,98.2,1.8,70.3,29.7
206,RJ Barrett,NYK,20,56,17,39,30.4,72.9,27.1,57,5.7,23.5,13.4,19.5,16.8,51.3,35.4,64.6,93.7,6.3,47.9,52.1
206,Rodney McGruder,LAC,28,56,38,18,15.6,50.8,49.2,51.3,1.1,38.5,13.9,10.2,12.3,50.3,72.9,27.1,100,0,81.9,18.1
206,Shabazz Napier,WAS,28,56,16,40,24,47.4,52.6,38.8,9,39.4,11.6,21.8,14.5,29.8,20.5,79.5,53.9,46.1,34,66
206,Svi Mykhailiuk,DET,23,56,17,39,22.6,29.6,70.4,20.2,0.8,68.5,16.5,11.3,20.6,19.4,52.9,47.1,93.9,6.1,81.3,18.7
206,Terrance Ferguson,OKC,22,56,33,23,22.5,23.6,76.4,26.4,7.3,66.8,12.3,6.8,12.3,19.1,89.7,10.3,98,2,94.9,5.1
220,Abdel Nader,OKC,26,55,37,18,15.8,51.3,48.7,43.5,3.5,41.7,15.9,14.8,18.6,40,65.3,34.7,97.9,2.1,78,22
220,Alex Len,SAC,27,55,18,37,17.6,81.5,18.5,73.5,0.5,11,4.3,15.5,10,73.1,72.7,27.3,100,0,75.1,24.9
220,Anthony Tolliver,MEM,35,55,24,31,15.9,20.3,79.7,16,4,73.5,12.5,10.5,9,12,87.5,12.5,98,2,95.4,4.6
220,Damian Jones,ATL,25,55,15,40,16.1,94.9,5.1,77.8,0.7,2,4.6,20.2,11.8,77.1,82.4,17.6,100,0,82.6,17.4
220,Elie Okobo,PHX,22,55,23,32,13.1,60.8,39.2,42.9,4.6,34.2,17.4,22.9,21.9,38.4,46.8,53.2,80,20,58.3,41.7
220,Josh Richardson,PHI,26,55,33,22,30.8,61.5,38.5,51.1,19.1,33.8,9,15.1,17.1,32.1,43,57,81.2,18.8,54.7,45.3
220,Malik Beasley,MIN,23,55,30,25,22,48.3,51.7,39,9.8,52.2,17.9,8.8,19.8,29.3,66.7,33.3,88.8,11.2,77.1,22.9
220,Malik Monk,CHA,22,55,18,37,21.3,58.2,41.8,54.6,2.8,30.9,14.4,14.5,15.1,51.8,52.6,47.4,86.2,13.8,61.8,38.2
220,Michael Porter Jr.,DEN,22,55,36,19,16.4,61.6,38.4,52,9,36.3,12.5,11.7,13.9,43,63.2,36.8,83.9,16.1,69.7,30.3
220,Serge Ibaka,TOR,30,55,40,15,27,72.8,27.2,64.6,12.8,24.9,8,10.5,15.3,51.8,79.9,20.1,100,0,84,16
220,Treveon Graham,ATL,26,55,21,34,16.9,50.4,49.6,44.4,1.6,40.7,10.3,14.9,21,42.8,63,37,97,3,75.9,24.1
220,Tyler Herro,MIA,20,55,34,21,27.4,52.8,47.2,41.5,17.5,46.8,9.6,11.7,14.4,24,47.4,52.6,78.4,21.6,60.7,39.3
232,Andrew Wiggins,GSW,25,54,15,39,34.4,65.8,34.2,55.5,7.8,28.3,7.5,16.2,14.5,47.7,39.3,60.7,77.5,22.5,49,51
232,Davis Bertans,WAS,27,54,20,34,29.3,22.6,77.4,15.6,3.1,71.9,14.5,12.5,18.3,12.5,75.4,24.6,91.5,8.5,87.5,12.5
232,Emmanuel Mudiay,UTA,24,54,34,20,15.7,73.4,26.6,61.3,12.7,22.8,10.6,15.9,9.9,48.6,27.3,72.7,70,30,35.8,64.2
232,Fred VanVleet,TOR,26,54,40,14,35.7,51.6,48.4,36.3,4,46,20.5,17.7,16.9,32.4,18.5,81.5,69.2,30.8,41.7,58.3
232,Goga Bitadze,IND,20,54,32,22,8.7,72,28,72.1,18.6,14,3.5,13.9,15.1,53.5,83.9,16.1,100,0,85.7,14.3
232,Malcolm Brogdon,IND,27,54,34,20,30.9,69.1,30.9,56.2,19.7,25.2,6.8,18.6,11.4,36.5,18.7,81.3,45.3,54.7,24.8,75.2
232,Raul Neto,PHI,28,54,29,25,12.4,60.4,39.6,48.7,5.8,37.1,8,14.2,11.3,42.9,28.4,71.6,82.4,17.6,46.5,53.5
232,Willie Cauley-Stein,DAL,26,54,16,38,20.3,99.7,0.3,89.7,5.6,0,11.5,10.3,18.7,84.1,78.9,21.1,0,0,78.9,21.1
240,Bismack Biyombo,CHA,27,53,18,35,19.4,100,0,76.8,1,0,5.6,23.2,12.2,75.8,83.4,16.6,0,0,83.4,16.6
240,LaMarcus Aldridge,SAS,34,53,23,30,33.1,80.2,19.8,65.9,31.6,18.3,4.2,15.8,9.8,34.4,56.7,43.3,95.1,4.9,62.7,37.3
240,Landry Shamet,LAC,23,53,34,19,27.4,24.3,75.7,19.1,1.6,67.7,7.3,13.2,16.3,17.5,59.6,40.4,97.3,2.7,86.1,13.9
240,Mario Hezonja,POR,25,53,24,29,16.4,64.2,35.8,53.1,7.8,28.1,26.6,18.8,20.7,45.3,44.1,55.9,91.7,8.3,56.5,43.5
240,Trevor Ariza,POR,35,53,22,31,28.2,36.1,63.9,30.7,0,54.6,27.9,14.7,16.5,30.7,69.2,30.8,94.8,5.2,83.1,16.9
245,Gordon Hayward,BOS,30,52,34,18,33.5,68.3,31.7,58.3,15.8,28.1,14.4,13.6,16.6,42.5,48.7,51.3,83.5,16.5,57.1,42.9
245,Norman Powell,TOR,27,52,40,12,28.4,54.3,45.7,45.1,4.1,39.4,23.3,15.5,19.6,41,66.8,33.2,95.4,4.6,77.4,22.6
245,Sterling Brown,MIL,25,52,39,13,14.7,46.9,53.1,38.3,4.5,49.6,16.5,12.1,14.7,33.8,47.1,52.9,90.9,9.1,67.4,32.6
245,Wes Iwundu,ORL,25,52,23,29,18.3,64.8,35.2,46,10,28,21.3,26,19.3,36,55.1,44.9,75,25,60.8,39.2
249,De'Aaron Fox,SAC,22,51,20,31,32,77.3,22.7,62.6,7.8,15,16.8,22.4,15.7,54.8,14.5,85.5,61.1,38.9,21,79
249,Derrick Favors,NOP,28,51,24,27,24.4,97.9,2.1,90.6,4.4,0.7,6.3,8.7,11.3,86.3,72.1,27.9,100,0,72.2,27.8
249,Joel Embiid,PHI,26,51,32,19,29.5,78.5,21.5,55.5,16.4,14.6,4.7,29.9,10.3,39.1,45.2,54.8,91.2,8.8,52.1,47.9
249,Kris Dunn,CHI,26,51,19,32,24.9,67.3,32.7,66,1.6,23.3,22.8,10.7,29.2,64.3,42.3,57.7,96.6,3.4,52.6,47.4
249,Meyers Leonard,MIA,28,51,34,17,20.3,45.3,54.7,42.7,1.3,51.5,3.6,5.8,11.3,41.4,83.3,16.7,94.3,5.7,88.2,11.8
249,Patrick Beverley,LAC,31,51,38,13,26.3,39.6,60.4,33.1,1,59.3,10.9,7.6,13.1,32.1,29.9,70.1,95,5,65.3,34.7
249,Paul Millsap,DEN,35,51,30,21,24.3,71.7,28.3,53.1,6.8,27.4,9.8,19.5,13,46.4,63.1,36.9,100,0,72.5,27.5
256,Derrick Rose,DET,31,50,17,33,26,80.5,19.5,71.7,14.6,14.9,9.5,13.4,9.8,57.1,17.3,82.7,64.4,35.6,23,77
256,Kevin Porter Jr.,CLE,20,50,15,35,23.2,62.5,37.5,53.4,8.4,31.9,14.9,14.7,17.7,45,44.4,55.6,75.5,24.5,53.2,46.8
256,Lauri Markkanen,CHI,23,50,18,32,29.8,46.4,53.6,38.5,1.6,44.4,13.6,17.1,16.1,36.9,53.5,46.5,99.1,0.9,73.3,26.7
256,Yogi Ferrell,SAC,27,50,20,30,10.6,58,42,50.5,26.6,33,11.5,16.5,12.8,23.9,23.6,76.4,66.7,33.3,36.7,63.3
260,Avery Bradley,LAL,29,49,36,13,24.2,54.8,45.2,50.6,20.8,44.7,19.9,4.7,19.6,29.8,73.8,26.2,92.1,7.9,80.6,19.4
260,Damion Lee,GSW,27,49,12,37,29,53.2,46.8,41.2,11.3,41.1,15.1,17.7,15.9,30,76.6,23.4,95.3,4.7,84,16
260,Omari Spellman,MIN,22,49,11,38,18.1,62.7,37.3,45.4,10.8,34.9,6.2,19.7,13.8,34.6,60.7,39.3,100,0,74,26
263,Cody Martin,CHA,24,48,16,32,18.8,62.8,37.2,59.7,3.4,22.7,20.6,17.6,23.5,56.3,53.5,46.5,94.4,5.6,61.8,38.2
263,Damyean Dotson,NYK,26,48,14,34,17.4,43.8,56.2,38,18.7,55.1,11.2,6.9,20.9,19.3,54.1,45.9,81.4,18.6,67.5,32.5
263,Javonte Green,BOS,26,48,33,15,9.7,73.8,26.2,66.3,2.5,16.6,30.1,17.1,29.4,63.8,63,37,100,0,68.3,31.7
263,Jeff Green,HOU,33,48,28,20,20,46.8,53.2,42.8,2.2,41.1,11.7,16.1,14.1,40.6,67,33,95.2,4.8,78,22
263,Juancho Hernangomez,MIN,24,48,24,24,17.4,47.8,52.2,38.9,0.7,45.8,11.8,15.3,15.3,38.2,67.9,32.1,97.7,2.3,81,19
263,Khem Birch,ORL,27,48,19,29,19.2,99.3,0.7,68.9,1.9,0,4.7,31.1,22.6,67,67.1,32.9,0,0,67.1,32.9
263,Nassir Little,POR,20,48,22,26,11.9,60.9,39.1,59.3,1.2,24.4,16.9,16.3,18,58.1,68.6,31.4,100,0,75.4,24.6
263,Paul George,LAC,30,48,34,14,29.6,51.3,48.7,36,11.8,45.6,13,18.4,17.5,24.2,33.9,66.1,65,35,48.1,51.9
263,Rajon Rondo,LAL,34,48,37,11,20.5,61.9,38.1,56.1,7.6,36,12.3,7.9,17,48.5,12.5,87.5,65.9,34.1,28.5,71.5
263,Rui Hachimura,WAS,22,48,15,33,30.1,84,16,70.6,16.9,11.6,15.7,17.8,20,53.6,62.9,37.1,100,0,66.5,33.5
273,Cheick Diallo,PHX,23,47,20,27,10.2,97.9,2.1,83.1,7.3,1.4,9.6,15.5,14.2,75.8,83.5,16.5,100,0,83.7,16.3
273,Mike Conley,UTA,32,47,26,21,29,54.9,45.1,40.3,8.6,42.7,10.5,17,13.9,31.7,25.7,74.3,62.5,37.5,40.9,59.1
273,Mike Muscala,OKC,28,47,26,21,12.2,24.3,75.7,20.4,3.5,71.7,3.5,7.9,13.3,16.8,78.3,21.7,100,0,93.5,6.5
273,Nickeil Alexander-Walker,NOP,21,47,19,28,12.6,50,50,39,3.7,51.7,4.5,9.3,19.5,35.2,19.2,80.8,91.3,8.7,53.1,46.9
273,Rodions Kurucs,BKN,22,47,18,29,14.5,49.2,50.8,42.8,0,46,14.4,11.2,11.6,42.8,80.4,19.6,97,3,87.3,12.7
273,Timothe Luwawu-Cabarrot,BKN,25,47,20,27,18.1,40.5,59.5,30.1,2.2,51,16.2,18.9,14.8,27.9,60,40,100,0,81.2,18.8
273,Troy Daniels,DEN,28,47,34,13,11.3,29,71,26,10,69,13.5,5,13,16,76.9,23.1,95.7,4.3,88.9,11.1
280,Hamidou Diallo,OKC,21,46,25,21,19.5,80.7,19.3,73,6.3,15.1,15.1,11.9,19.5,66.7,63.8,36.2,93.8,6.3,67.4,32.6
280,Harry Giles III,SAC,22,46,22,24,14.5,99.2,0.8,88,19.6,0,4.4,12,16.1,68.4,74.8,25.2,0,0,74.8,25.2
280,Jeremy Lamb,IND,28,46,27,19,28.1,67,33,56.5,22.5,27.6,12,15.9,17.2,34,36.8,63.2,75.5,24.5,46.3,53.7
280,Thomas Bryant,WAS,22,46,15,31,24.9,78.2,21.8,67.7,13.8,18.2,8,14.1,11.2,53.9,77.2,22.8,94.6,5.4,79.8,20.2
284,Caris LeVert,BKN,25,45,21,24,29.6,69.9,30.1,54.9,5.5,28.5,13.8,16.6,11.4,49.4,24.7,75.3,46.3,53.8,30.2,69.8
284,D'Angelo Russell,MIN,24,45,11,34,32.3,49.1,50.9,38.9,16.4,45.6,13.7,15.5,13,22.5,24.3,75.7,53.8,46.2,37.2,62.8
284,Elfrid Payton,NYK,26,45,17,28,27.7,84.3,15.7,79.7,8,9.4,7.3,10.9,15.6,71.7,21.2,78.8,85.7,14.3,25.9,74.1
284,Jared Dudley,LAL,34,45,30,15,8.1,30,70,17.6,2.9,79.4,0,3,22.1,14.7,83.3,16.7,100,0,95.8,4.2
284,Ky Bowman,GSW,23,45,9,36,22.6,66.7,33.3,60.3,18.5,29.6,16.1,10.1,18.8,41.8,44.6,55.4,72.7,27.3,51.5,48.5
284,Michael Carter-Williams,ORL,28,45,21,24,18.5,71.2,28.8,55.1,3.1,20.4,15.2,24.5,18.3,52,48.3,51.7,95.5,4.5,57.7,42.3
284,Moritz Wagner,WAS,23,45,15,30,18.6,69.9,30.1,61.1,1,19.1,3.8,19.8,15.5,60.1,76.7,23.3,100,0,80.7,19.3
291,Boban Marjanovic,DAL,31,44,21,23,9.6,91.9,8.1,81,6.9,4.2,2.1,14.8,12.5,74,52.1,47.9,100,0,53.7,46.3
291,Chris Silva,MIA,23,44,27,17,7.9,96.2,3.8,72.2,4.5,0,5.3,27.8,18,67.7,66.7,33.3,0,0,66.7,33.3
291,Dewayne Dedmon,ATL,30,44,17,27,17.6,58,42,62.5,6.3,25.8,9.4,11.7,12.5,56.3,73.8,26.2,95.5,4.5,78.4,21.6
291,Keita Bates-Diop,DEN,24,44,10,34,16.9,56,44,45.8,0.7,35.4,12.5,18.8,14.6,45.1,66.7,33.3,94.1,5.9,76,24
291,Marc Gasol,TOR,35,44,35,9,26.4,47,53,37.5,3,51.7,4.2,10.8,16.9,34.4,66.1,33.9,100,0,82.4,17.6
291,Marko Guduric,MEM,25,44,19,25,11,47.1,52.9,42.8,8.1,43.4,23.1,13.8,24.9,34.7,56.8,43.2,96,4,72.6,27.4
291,Quinn Cook,LAL,27,44,31,13,11.5,60.3,39.7,53.6,20.5,41.5,16.5,4.9,15.2,33,33.3,66.7,77.4,22.6,48.4,51.6
291,Richaun Holmes,SAC,26,44,16,28,28.2,100,0,82.7,4.5,0,7.8,17.3,18.6,78.3,74.4,25.6,0,0,74.4,25.6
299,Daniel Gafford,CHI,21,43,15,28,14.2,100,0,85.5,0,0,6.4,14.5,14.1,85.5,70.2,29.8,0,0,70.2,29.8
299,DeAndre' Bembry,ATL,25,43,10,33,21.3,71.5,28.5,71.5,0.8,18.1,19.3,10.4,25.7,70.7,58.4,41.6,100,0,64.4,35.6
299,Draymond Green,GSW,30,43,10,33,28.4,59.2,40.8,50.4,7,31.3,11,18.3,13.9,43.5,72.4,27.6,100,0,80.5,19.5
299,Shaquille Harrison,CHI,26,43,14,29,11.3,74.5,25.5,58.4,1.9,23,19.6,18.6,26.3,56.5,50.8,49.2,81.3,18.8,57.1,42.9
299,Wendell Carter Jr.,CHI,21,43,15,28,29.2,91.5,8.5,73.1,6.6,3.7,7.2,23.2,18.8,66.5,69.5,30.5,100,0,70.5,29.5
304,Aron Baynes,PHX,33,42,19,23,22.2,55.9,44.1,51.6,2.1,36.8,4.2,11.6,8.9,49.5,73.4,26.6,100,0,82,18
304,Gary Clark,ORL,25,42,23,19,13.5,16.5,83.5,19.2,1.3,75,3.2,5.8,9.6,17.9,66.7,33.3,100,0,90.7,9.3
306,John Collins,ATL,22,41,15,26,33.2,75.7,24.3,66.4,3.8,20,9.9,13.6,14.7,62.6,74.8,25.2,96.6,3.4,78.5,21.5
306,Matt Thomas,TOR,25,41,31,10,10.7,34,66,25.7,17.8,69.8,14.9,4.5,18.3,7.9,76.9,23.1,95.7,4.3,89,11
306,Terance Mann,LAC,23,41,27,14,8.8,74.7,25.3,60.6,0,21.2,11.1,18.2,25.3,60.6,33.3,66.7,71.4,28.6,40.5,59.5
306,Thabo Sefolosha,HOU,36,41,27,14,10.6,40.7,59.3,47.8,2.2,48.9,16.3,3.3,29.3,45.7,59.1,40.9,100,0,75.7,24.3
310,Alfonzo McKinnie,CLE,27,40,11,29,14.8,62,38,64.8,5.5,23.1,10.4,12.1,15.4,59.3,67.8,32.2,100,0,74,26
310,Dwight Powell,DAL,28,40,25,15,26.5,83,17,72.3,0,8,6.4,19.7,9.6,72.3,80.9,19.1,100,0,82.2,17.8
310,Dzanan Musa,BKN,21,40,20,20,12.2,54.7,45.3,46.9,0,29.7,15.1,23.4,22.9,46.9,55.6,44.4,89.5,10.5,65.6,34.4
310,Isaiah Thomas,WAS,31,40,14,26,23.1,55.6,44.4,39.3,18,48,6.4,12.7,12.7,21.3,38.5,61.5,76.9,23.1,55.7,44.3
310,John Henson,DET,29,40,8,32,15,78.9,21.1,78.7,0.9,10.9,2.3,10.4,17.2,77.8,77,23,100,0,78.9,21.1
310,Shake Milton,PHI,23,40,23,17,20.1,51.3,48.7,40.3,4.8,46.2,12.2,13.5,13,35.5,38.2,61.8,87.9,12.1,59.7,40.3
316,Clint Capela,ATL,26,39,22,17,32.8,100,0,89.9,0.4,0,14.4,10.1,15.3,89.5,80.3,19.7,0,0,80.3,19.7
316,Deonte Burton,OKC,26,39,22,17,9.1,57.6,42.4,63.5,3.8,28.8,8.7,7.7,5.8,59.6,72.7,27.3,90,10,76.7,23.3
316,Dwayne Bacon,CHA,24,39,10,29,17.6,72.5,27.5,58.9,6.3,25.4,16.5,15.7,18.8,52.7,47,53,89.5,10.5,56.5,43.5
316,Frank Kaminsky,PHX,27,39,19,20,19.9,59.6,40.4,51.3,3.7,32.5,1.3,16.2,9.8,47.6,68,32,100,0,77.5,22.5
316,Kenrich Williams,NOP,25,39,12,27,21.3,34,66,38.2,1.5,55.1,17.6,6.7,19.1,36.8,65.4,34.6,96,4,80.4,19.6
316,Tyler Johnson,BKN,28,39,16,23,18.2,52.4,47.6,43.1,21.2,41.6,9.1,15.3,9.9,21.9,62.7,37.3,94.7,5.3,75.3,24.7
322,Deandre Ayton,PHX,21,38,20,18,32.5,97.7,2.3,89,14.8,1.3,9.1,9.7,15.7,74.2,74.6,25.4,100,0,74.8,25.2
322,Grayson Allen,MEM,24,38,16,22,18.9,43.8,56.2,36.4,4.8,51.8,23,11.8,20.3,31.5,60,40,98.2,1.8,78.6,21.4
322,Ian Mahinmi,WAS,33,38,15,23,21.3,87.6,12.4,70,1.4,5.3,2.8,24.7,15.5,68.6,67.7,32.3,100,0,69.2,30.8
322,Jabari Parker,SAC,25,38,9,29,24.2,72.3,27.7,70.4,4.1,18.1,13.9,11.5,23.9,66.3,59.4,40.6,96.9,3.1,64.8,35.2
322,Sekou Doumbouya,DET,19,38,10,28,19.8,58.5,41.5,52.7,2.5,34.6,13.2,12.7,17.3,50.2,71.9,28.1,92.9,7.1,78.3,21.7
327,Allen Crabbe,MIN,28,37,5,32,17.6,32.8,67.2,31.4,10.5,62.8,7.6,5.8,19.2,20.9,66.7,33.3,100,0,85.7,14.3
327,Carsen Edwards,BOS,22,37,25,12,9.5,40.6,59.4,29.8,18.2,59.5,6.6,10.7,14,11.6,50,50,66.7,33.3,59.5,40.5
327,D.J. Wilson,MIL,24,37,29,8,9.8,44.7,55.3,51.1,10.5,40.6,9.8,8.3,7.5,40.6,85.3,14.7,94.4,5.6,88.5,11.5
327,Jordan McRae,DET,29,37,12,25,21.2,65.6,34.4,48.8,15,31.7,9.2,19.5,15,33.8,39.4,60.6,68.9,31.1,48.3,51.7
327,Patrick McCaw,TOR,24,37,27,10,24.5,56.2,43.8,51.8,8.2,40.6,15.9,7.6,18.2,43.5,56.8,43.2,100,0,71.6,28.4
332,Denzel Valentine,CHI,26,36,12,24,13.6,42.2,57.8,41.5,12.2,56.1,6.5,2.4,19.1,29.3,41.2,58.8,78.3,21.7,58.8,41.2
332,Eric Gordon,HOU,31,36,21,15,28.2,34.6,65.4,28.8,0.4,55.4,9,15.8,11.7,28.5,53.3,46.7,80.2,19.8,68.4,31.6
332,Justin James,SAC,23,36,14,22,6.5,65.5,34.5,58.4,11.2,30.3,19.1,11.3,27,47.2,73.1,26.9,88.9,11.1,77.1,22.9
332,Luguentz Dort,OKC,21,36,26,10,22.8,53.7,46.3,45.9,0,36.9,11.1,17.2,22.1,45.9,64.3,35.7,100,0,76.7,23.3
