PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
Chris Paul,PHX,59,8.1,55.9,0.91,7.3,2.9,6.4,45.2,49.1
Ish Smith,DEN,31,2.2,50.4,0.58,1.3,0.6,1.6,39.2,39.2
T.J. McConnell,IND,75,4.4,48.2,0.91,4,1.8,3.5,51.1,52.1
Cade Cunningham,DET,12,11.3,47.9,0.96,10.8,4.8,10.1,47.9,50.4
Ja Morant,MEM,61,12.8,47.7,0.93,11.8,4.3,9.7,44.6,47.2
Trae Young,ATL,73,12.7,47.2,0.94,11.9,4,9.2,43.1,48.2
Tyrese Haliburton,IND,56,8.8,46.9,1.04,9.2,3.3,7,47.5,56.1
Mike Conley,UTA,43,5.2,46.2,0.9,4.7,1.6,3.8,41.5,48.8
Killian Hayes,DET,76,5.9,43.6,0.78,4.6,1.9,4.7,40.3,42.7
Jalen Brunson,NYK,68,9.5,43.3,1.01,9.6,3.6,7.7,47.3,50.9
Jalen Green,HOU,76,9.9,43.1,0.87,8.6,2.8,7.4,38.6,43.8
Duane Washington Jr.,PHX,31,4.2,43.1,0.84,3.5,1.4,3.5,41.1,46.7
Skylar Mays,POR,6,6,42.9,1.08,6.5,2.8,5.3,53.1,59.4
Kevin Porter Jr.,HOU,59,8.5,42.6,0.84,7.1,2.6,6.2,41,46.3
DeMar DeRozan,CHI,74,9.4,41.9,1.06,10,4,7.5,53.2,53.8
Darius Garland,CLE,69,8.8,41.6,0.95,8.3,3.1,6.8,45.9,51.1
Fred VanVleet,TOR,69,8.1,40.8,0.96,7.7,2.7,6.4,42.2,49.3
LaMelo Ball,CHA,36,10.2,40.7,0.81,8.3,3,7.9,38.5,45.6
Cameron Payne,PHX,48,4.8,40.7,0.79,3.8,1.6,4.1,40.5,43.3
Jared Butler,OKC,6,2.5,40.5,0.73,1.8,0.8,2,41.7,45.8
Tre Jones,SAS,68,5.5,40.4,0.89,4.9,2.1,4.6,45.2,46.1
Damian Lillard,POR,58,11.1,39.6,1.13,12.5,3.8,7.9,47.6,56.7
Alec Burks,DET,51,4.5,39.2,0.98,4.5,1.5,3.6,41.1,48.6
Dennis Schroder,LAL,66,5.2,39,0.89,4.6,1.7,3.8,44,45
Cory Joseph,DET,62,2.7,38.7,0.79,2.1,0.8,2.1,38.2,43.1
Tyus Jones,MEM,80,4,38.6,0.87,3.5,1.5,3.4,45.3,47.4
Spencer Dinwiddie,BKN,26,6.8,38.4,0.76,5.2,1.6,4.8,32.8,36.8
Cole Anthony,ORL,60,4.8,37.7,1.02,4.9,1.9,3.8,50.7,53.9
Dejounte Murray,ATL,74,7.9,37.5,0.96,7.6,3.4,7,48.2,50.6
Saben Lee,PHX,23,2.7,37.5,0.65,1.8,0.5,1.7,27.5,30
Goran Dragic,CHI,51,2.7,37.4,0.73,2,0.9,2.1,40.7,43.5
Jrue Holiday,MIL,67,7.2,37.3,1,7.1,2.7,5.7,48.4,56.3
Donovan Mitchell,CLE,68,9.3,36.8,1.13,10.6,3.8,7.5,50.6,59.6
Ryan Arcidiacono,POR,9,1.6,36.8,0.21,0.3,0.1,1.3,8.3,12.5
Jaden Ivey,DET,74,6.8,36.6,0.73,5,1.8,4.9,36.8,40.3
Tre Mann,OKC,67,3.1,36.4,0.78,2.5,1,2.7,35.8,42.2
Trent Forrest,ATL,24,1.2,36.4,0.5,0.6,0.3,1,30.4,30.4
Monte Morris,WAS,62,3.5,36.3,1.02,3.6,1.5,3.2,49,53.3
Kennedy Chandler,MEM,15,1.7,36.2,0.52,0.9,0.4,1.3,30,30
Talen Horton-Tucker,UTA,65,4.5,36.1,0.8,3.6,1.4,3.3,42.3,44.7
De'Aaron Fox,SAC,73,8.4,36,1.02,8.6,3.3,6.5,51.1,53.8
Lindell Wigginton,MIL,7,2.7,35.8,1,2.7,1.1,1.7,66.7,66.7
