PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
Beno Udrih,DET,39,3.8,60.8,0.91,3.5,1.5,3.1,47.9,49.2
J.J. Barea,DAL,35,7.3,60.2,0.8,5.9,2.2,5.8,38.6,45.5
Reggie Jackson,DET,52,9.4,57.3,0.89,8.3,3.2,7.6,42.3,45.6
Tyler Ulis,PHX,61,4.9,55,0.79,3.9,1.8,4.1,42.8,43.8
Kemba Walker,CHA,79,12.2,54.9,0.98,12,4.3,10.1,42.9,50.1
Jrue Holiday,NOP,67,8.8,50.7,0.81,7.1,2.9,6.7,42.8,48
Yogi Ferrell,BKN,10,3.6,50.7,0.67,2.4,0.7,2.3,30.4,34.8
Dennis Schroder,ATL,79,10.1,50.5,0.84,8.4,3.6,7.9,44.9,46.8
Tyler Ennis,LAL,22,4,50.3,0.88,3.5,1.5,3.4,44.6,50.7
Marcelo Huertas,LAL,23,2,48.9,0.74,1.5,0.6,1.3,45.2,48.4
Delon Wright,TOR,27,2.9,47,0.91,2.6,0.9,2.1,39.7,42.2
Quinn Cook,NOP,9,2.4,46.8,0.86,2.1,1,2.1,47.4,50
Sergio Rodriguez,PHI,68,4.6,46.7,0.72,3.3,1.4,3.6,38.8,44.3
Ish Smith,DET,81,5.2,46.6,0.85,4.4,2,4.5,44.9,45.4
T.J. McConnell,PHI,81,4,46.1,0.82,3.3,1.5,3,48.8,49
Yogi Ferrell,DAL,36,5.5,46.1,0.84,4.6,1.8,4.4,40.5,46.2
Cameron Payne,OKC,20,3.4,45.9,0.62,2.1,1,3.1,32.3,33.9
Eric Bledsoe,PHX,66,10,45.6,0.99,9.8,3.2,7.1,44.7,47.4
Tyreke Evans,NOP,26,5,45.3,0.89,4.5,1.6,3.9,41.2,46.1
Lou Williams,LAL,58,7.7,45.1,1.07,8.2,2.4,5.6,42.9,50.5
Cory Joseph,TOR,80,4.7,45.1,0.8,3.7,1.6,3.8,43.7,44.2
Tony Parker,SAS,63,5,44.9,0.91,4.6,2.1,4,51.8,51.8
Ramon Sessions,CHA,50,3.3,44.8,0.82,2.7,0.8,2.3,36.8,39.5
Chris Paul,LAC,61,7.6,44.7,0.96,7.3,2.7,5.7,47.7,52.6
Aaron Brooks,IND,65,2.6,44.1,0.85,2.2,0.9,2.1,44.9,50
Ty Lawson,SAC,69,4.8,44,0.9,4.3,1.5,3.1,47.9,49.3
Jeremy Lin,BKN,36,6.6,43.7,0.88,5.8,2,4.8,41.4,46.6
Damian Lillard,POR,75,11,43.4,1.02,11.2,3.8,8.8,43.1,49.9
Brandon Knight,PHX,54,5.5,43.3,0.8,4.4,1.6,4.4,37,40.4
Brandon Jennings,NYK,58,4.4,43.3,0.75,3.3,1.1,2.9,36.3,41.1
Tim Frazier,NOP,65,3.7,43.3,0.77,2.9,1.1,2.7,39.8,43.5
Goran Dragic,MIA,73,8.7,43,0.93,8.1,2.8,6.2,45,48.2
Deron Williams,CLE,24,3.5,42.3,0.87,3,1.2,2.5,47.5,53.3
George Hill,UTA,49,6.6,42.2,1,6.7,2.3,4.9,47.1,51.9
Spencer Dinwiddie,BKN,59,3.1,42.2,0.99,3.1,0.9,2.2,41.1,45.3
Mike Conley,MEM,69,8,42.1,1.01,8,2.7,5.9,46.4,52.7
Trey Burke,WAS,57,2.3,41.9,0.77,1.8,0.8,1.8,43.7,45.1
Raymond Felton,LAC,80,3.3,41.6,0.89,2.9,1.2,2.6,48.1,50.2
Jeff Teague,IND,82,6.5,41.2,0.98,6.4,2,4.5,44.9,48.5
Leandro Barbosa,PHX,67,2.8,41,0.74,2.1,1,2.4,40.3,42.1
DeMar DeRozan,TOR,74,11.1,40.9,0.97,10.7,3.9,8.4,46.7,46.7
James Harden,HOU,81,11.7,40.5,1.01,11.8,3.1,7,44.5,51.3
