PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
Lou Williams,ATL,24,7.1,60.9,0.82,5.8,2.2,5.7,38.2,42.6
Yogi Ferrell,LAC,8,2.9,60.5,0.78,2.3,0.8,2.8,27.3,34.1
Markelle Fultz,ORL,8,9,56.3,0.76,6.9,3.1,7.8,40.3,41.9
Trae Young,ATL,64,14.1,56.2,0.98,13.9,4.5,10.2,43.5,49.4
Derrick Rose,DET,15,8.1,51.3,0.88,7.1,2.9,6.3,45.3,46.8
Cole Anthony,ORL,47,7.8,50.9,0.86,6.7,2.6,5.9,44.4,48.2
Chris Paul,PHX,70,7.8,49.5,0.99,7.7,3.3,6.3,51.9,54
Derrick Rose,NYK,35,7.2,49.2,0.98,7.1,3,6.1,49.3,50.7
Ja Morant,MEM,63,10.3,48.5,0.81,8.3,3,7.3,40.9,43.4
Lou Williams,LAC,42,6.2,48,0.85,5.3,2,4.8,40.4,43.1
Luka Doncic,DAL,66,13.2,47.7,1.01,13.3,4.8,9.8,49.1,56.4
Kemba Walker,BOS,43,9,47.2,0.92,8.3,3,7.7,39,46.8
Killian Hayes,DET,26,5.3,47.1,0.58,3,1.4,3.6,38.7,40.3
Cory Joseph,DET,19,5.6,46.7,1.03,5.7,2.3,4.3,53.7,56.1
Damian Lillard,POR,67,12,46.3,1.07,12.9,4.1,9.4,44.3,53.8
Tyrese Maxey,PHI,61,3.7,45.5,0.97,3.6,1.5,3.1,48.7,50
Mike Conley,UTA,51,7.1,45.1,1.02,7.3,2.5,5.6,45.1,55.4
Elfrid Payton,NYK,63,5.5,45,0.81,4.5,2,4.5,44.7,44.9
Shai Gilgeous-Alexander,OKC,35,9.9,44.8,1.12,11,4,7.4,54.1,61
Immanuel Quickley,NYK,64,4.9,44.4,0.98,4.8,1.6,4,39.6,46.7
Tyus Jones,MEM,70,3,44.4,0.88,2.7,1.2,2.6,46.1,46.7
D.J. Augustin,HOU,20,4.5,44.3,1.03,4.6,1.3,3,42.6,53.3
De'Aaron Fox,SAC,58,11.1,44.1,0.94,10.4,3.8,8.3,46.1,49.2
Zach LaVine,CHI,58,10.8,43.5,1,10.8,4,8.3,47.8,56.7
Donovan Mitchell,UTA,53,11.2,43.3,0.96,10.8,3.9,9.1,43,49.6
Dennis Smith Jr.,DET,20,3.7,43.3,0.89,3.3,1.4,3.1,45.2,51.6
Delon Wright,DET,36,4.6,42.7,0.82,3.7,1.3,3.3,39.8,41.1
Saben Lee,DET,48,2.7,42.3,0.77,2.1,0.7,1.7,43.9,43.9
Joe Ingles,UTA,67,4.5,41.8,0.96,4.3,1.6,3.3,47.1,57.5
Trent Forrest,UTA,30,1.4,41.6,1.12,1.6,0.6,0.8,70.8,70.8
Malachi Flynn,TOR,47,3.6,41.5,0.81,2.9,1.1,3,37.4,42.8
Mike James,BKN,13,4,41.3,0.69,2.8,1.2,3.2,39,42.7
Rajon Rondo,ATL,27,2.3,41.1,0.85,2,0.9,1.7,48.9,55.3
