PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
Derrick Rose,DET,50,10.3,55.2,0.94,9.7,4.1,8.5,48.5,50.1
D.J. Augustin,ORL,57,5.8,53.8,0.94,5.4,1.8,4.3,42.8,46.7
Trae Young,ATL,60,15.7,53.3,0.98,15.3,4.8,11.3,42.4,50.6
Damian Lillard,POR,66,13.7,51.7,1.15,15.8,5,10.6,46.8,56.6
Lou Williams,LAC,65,9.9,51.2,0.92,9.1,3.2,7.5,42.8,46.6
Tim Frazier,DET,27,2.7,50.7,0.5,1.3,0.5,1.9,25.5,28.4
Ja Morant,MEM,67,9.7,50.3,0.87,8.4,3.2,7.1,45.5,47.5
J.J. Barea,DAL,29,4.3,49,0.9,3.9,1.5,3.5,42.6,52
Chris Paul,OKC,70,8.1,48.7,1.08,8.8,3.2,5.9,54.7,57.2
Kemba Walker,BOS,56,9.6,48.5,1.09,10.4,3.7,7.9,47.1,57.5
Elfrid Payton,NYK,45,6.2,48.4,0.73,4.5,1.9,4.6,41.7,42.7
Spencer Dinwiddie,BKN,64,10.4,48.2,0.89,9.3,3.1,7.4,41.8,45.6
Donovan Mitchell,UTA,69,11.6,48,0.95,11,4.2,9.4,44.9,49.8
Kyrie Irving,BKN,20,12.3,47.9,1.04,12.8,4.8,9.8,48.5,53.8
D'Angelo Russell,MIN,12,11,47.1,0.83,9.1,3.3,7.9,41.1,44.7
Kadeem Allen,NYK,10,2.6,46.4,0.96,2.5,1.1,2,55,57.5
Luka Doncic,DAL,61,13.3,46.3,1.04,13.7,4.7,9.7,48,55.7
Reggie Jackson,DET,14,7.8,46.2,0.83,6.4,2.5,6.6,38,44
Mike Conley,UTA,47,7,45.7,0.84,5.9,2,5.4,37.5,41.9
Yogi Ferrell,SAC,50,2.1,45.7,0.88,1.9,0.7,1.7,42.5,46
T.J. McConnell,IND,71,3.4,45.4,0.86,2.9,1.4,2.7,51,51
Devonte' Graham,CHA,63,8.9,45,0.9,8,2.5,6.6,38.6,49.3
Tremont Waters,BOS,11,2.7,44.8,0.57,1.5,0.5,2.1,21.7,28.3
Brandon Knight,DET,9,5.6,44.2,0.78,4.3,1.3,3.6,37.5,51.6
Markelle Fultz,ORL,72,6,44.1,0.85,5.1,2.2,4.8,45.5,46.7
Jeff Teague,ATL,25,4,43.7,0.78,3.2,1.2,3.1,37.2,39.7
Malcolm Brogdon,IND,54,7.6,43.3,0.92,7,2.9,6.4,45.2,49.1
D'Angelo Russell,GSW,33,10.3,42.5,0.89,9.2,3.3,7.9,41.4,47.5
Victor Oladipo,IND,19,7.2,42.5,0.85,6.1,2.3,5.5,41.3,47.1
Brandon Knight,CLE,16,2.8,42.5,0.73,2.1,0.8,2.3,36.1,44.4
Trey Burke,PHI,25,2.4,42.4,0.82,2,0.9,2.3,39.7,41.4
Shabazz Napier,MIN,36,4.6,41.8,0.84,3.8,1.3,3.3,39,45.8
Monte Morris,DEN,73,3.7,41.7,0.92,3.4,1.5,3.2,45.1,47.3
Darius Garland,CLE,59,6.2,41.6,0.76,4.7,1.9,4.8,40,45.4
Joe Ingles,UTA,72,4.3,41.6,0.85,3.7,1.3,3.1,41.8,50.4
Rajon Rondo,LAL,48,3.8,41.6,0.78,3,1.3,3.1,41.6,45.6
Jeff Teague,MIN,34,5.6,41.2,1.05,5.9,1.9,3.9,49.6,53.8
Tyus Jones,MEM,65,3.1,40.1,0.92,2.9,1.3,2.8,45.3,47.8
