PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
Aaron Brooks,CHI,69,4.7,56.1,0.82,3.8,1.6,3.8,41.3,46
Reggie Jackson,DET,79,11.3,55.9,0.88,9.9,4,9.1,44.5,47.6
Dennis Schroder,ATL,80,7.1,54.4,0.71,5,2,5.2,37.9,39.9
J.J. Barea,DAL,74,6.1,52.8,0.87,5.4,2.1,4.9,42.9,48.4
Chris Paul,LAC,75,10,51.9,0.94,9.4,3.8,8.1,47,50.3
Jrue Holiday,NOP,65,9.5,51.7,0.87,8.2,3.3,7.7,42.5,45.6
Tony Parker,SAS,72,6.5,51,0.93,6,2.6,5.1,51.2,51.4
Briante Weber,MEM,6,4,49,0.58,2.3,1.2,2.8,41.2,41.2
D.J. Augustin,DEN,28,5.6,48.9,0.9,5.1,1.7,3.9,43.6,49.5
Marcelo Huertas,LAL,53,2.9,48.4,0.77,2.3,1,2.2,44.8,47
Norris Cole,NOP,45,6.2,47.7,0.82,5.1,2.3,5.1,44.6,45.2
Shane Larkin,BKN,78,4.2,47,0.67,2.8,1.1,3,37.9,39.8
Jameer Nelson,DEN,39,4.7,47,0.67,3.1,1.2,3.3,35.7,41.1
Kemba Walker,CHA,81,9.7,46.7,0.89,8.7,3.2,7.8,41.5,46.2
Matthew Dellavedova,CLE,76,4,46.7,0.68,2.7,1.1,3,37.6,41.7
Cory Joseph,TOR,80,4.4,46.2,0.88,3.9,1.6,3.4,46.1,46.1
Brian Roberts,CHA,30,2.2,46.2,1.04,2.3,1,1.9,53.4,56.9
Spencer Dinwiddie,DET,12,2.9,46.1,0.74,2.2,0.8,2.3,32.1,33.9
T.J. McConnell,PHI,81,3.5,46,0.81,2.9,1.3,2.7,49.8,52.1
Ish Smith,NOP,27,4.9,45.7,0.67,3.3,1.4,3.9,34.9,34.9
Cameron Payne,OKC,57,2.7,45.6,0.9,2.4,1.1,2.3,45.5,48.1
Raymond Felton,DAL,80,5,45,0.78,3.8,1.5,3.8,40.8,42.3
Tim Frazier,NOP,16,6.5,44.8,0.84,5.4,2.1,5,42.5,44.4
Ish Smith,PHI,50,8.1,44.2,0.71,5.8,2.5,6.7,37.5,39.9
Pablo Prigioni,LAC,59,1.5,44.2,0.67,1,0.4,0.9,41.1,50
Jarrett Jack,BKN,32,6.8,43.9,0.83,5.6,2,4.7,43.3,46
Lou Williams,LAL,67,6.4,43.7,1.01,6.4,1.7,4.2,40.6,47
Kyrie Irving,CLE,53,8.8,43.6,0.89,7.8,3.3,7.2,45.6,49
Derrick Rose,CHI,66,8.5,43.5,0.84,7.2,3.1,7.1,44.4,44.8
Mike Conley,MEM,56,6.8,43.3,0.86,5.8,2,5.3,38.4,40.9
Mo Williams,CLE,41,4,43.2,0.78,3.1,1.4,3.2,43.1,45
Damian Lillard,POR,75,10.9,43,0.92,10,3.5,8.4,41.2,47.8
Emmanuel Mudiay,DEN,68,7.7,43,0.64,4.9,2,5.4,36.5,38.7
Brandon Knight,PHX,52,9.4,42.7,0.74,6.9,2.6,7.1,36.8,41.1
Beno Udrih,MEM,8,3,42.1,0.54,1.6,0.8,2,37.5,37.5
Steve Blake,DET,58,2.4,41.5,0.74,1.8,0.7,1.5,47.7,56.3
Ricky Rubio,MIN,76,4.9,40.7,0.69,3.4,1.1,3,35.7,36.3
Jeff Teague,ATL,79,6.9,40.6,0.79,5.4,2,5.1,38.8,41.6
Tyus Jones,MIN,37,2.2,40.6,0.54,1.2,0.5,1.6,31.7,32.5
Shabazz Napier,ORL,55,1.9,40.4,0.66,1.3,0.4,1.4,32,36.7
John Wall,WAS,77,9.4,40.2,0.73,6.8,2.9,7.3,40.2,42.3
Tyler Ennis,MIL,46,2.2,40.1,0.79,1.7,0.7,1.6,42.7,44.7
Beno Udrih,MIA,36,2.3,40.1,0.84,1.9,0.9,1.6,54.2,55.1
Phil Pressey,PHI,14,2.3,40,0.47,1.1,0.4,1.5,23.8,28.6
Mario Chalmers,MEM,55,4.5,39.9,0.89,4,1.2,2.8,41,43.9
Rajon Rondo,SAC,72,6.2,39.3,0.75,4.6,2.1,4.4,46.7,48.6
Xavier Munford,MEM,14,2.7,39.2,0.76,2.1,0.9,2.1,43.3,45
Tyreke Evans,NOP,25,6.6,39,0.84,5.6,2,5,41.1,47.2
Monta Ellis,IND,81,6.2,38.3,0.78,4.8,2,5,40.6,43.2
D'Angelo Russell,LAL,80,5.9,38.3,0.71,4.2,1.7,4.3,38.3,42.1
Eric Bledsoe,PHX,32,8.1,38.2,0.97,7.9,2.8,5.9,47.9,52.6
Jose Calderon,NYK,72,2.9,38.1,0.83,2.4,1.1,2.5,43,45.3
Goran Dragic,MIA,72,6,37.9,0.79,4.7,2,4.5,45,46.4
Andre Miller,SAS,13,1.9,37.9,0.8,1.5,0.6,1.5,42.1,42.1
Brandon Jennings,ORL,25,3.2,37.7,0.61,2,0.7,2.3,29.3,32.8
Jordan Farmar,MEM,12,3.8,37.7,1.04,4,1.7,3.4,48.8,56.1
CJ McCollum,POR,80,8,37.4,0.92,7.4,3,6.5,46.6,50.4
Toney Douglas,NOP,61,3.4,37.2,0.79,2.7,1,2.8,35.1,42.7
Ty Lawson,IND,13,2.3,36.1,0.77,1.8,0.8,1.8,43.5,45.7
Jordan Clarkson,LAL,79,6,36,0.87,5.2,2.1,4.8,43.9,45.7
Brandon Jennings,DET,23,2.8,35.9,0.75,2.1,0.7,2.1,33.3,39.6
Kyle Lowry,TOR,77,7.6,35.7,0.86,6.5,2.2,5.5,40.4,46
Shelvin Mack,UTA,28,5.4,35.6,0.67,3.6,1.5,3.9,38.2,40.5
Andre Miller,MIN,26,1.2,35.6,0.88,1.1,0.4,0.7,64.7,64.7
Randy Foye,DEN,54,2.7,35.5,0.81,2.2,0.8,2.1,39.5,45.6
Russell Westbrook,OKC,80,9,35.4,0.85,7.7,2.7,6.3,43.6,47.7
Ramon Sessions,WAS,82,3.5,35.1,0.87,3.1,1.1,2.5,43,44
Jerian Grant,NYK,76,2.4,35,0.72,1.8,0.6,1.6,37.5,37.9
Phil Pressey,PHX,9,1.6,35,0.43,0.7,0.3,1.2,27.3,27.3
Dwyane Wade,MIA,74,7.4,34.8,0.85,6.2,2.4,5.5,44.1,44.2
Elfrid Payton,ORL,73,4.7,34.8,0.68,3.2,1.4,3.4,39.6,40
Trey Burke,UTA,64,4,34.7,0.84,3.4,1.4,3.2,43.5,44.4
D.J. Augustin,OKC,34,1.7,33.9,0.93,1.6,0.5,1.2,45,52.5
Austin Rivers,LAC,67,3.1,33.3,0.85,2.7,1.1,2.5,44.4,46.4
Ray McCallum,MEM,10,3.1,33,0.61,1.9,0.8,2.2,36.4,38.6
Tony Wroten,PHI,8,4.6,33,0.41,1.9,0.6,2.6,23.8,23.8
Donald Sloan,BKN,61,2.6,32.8,0.75,1.9,0.8,1.8,41.1,42.4
Ty Lawson,HOU,53,2.5,32.8,0.65,1.6,0.7,1.8,37.6,40.9
